,tweet_lang,poi_name,poi_id,verified,id,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,country,text_en,tweet_date,text_hi,text_es
14,en,ShashiTharoor,24705126,True,1439885308175155206,Listening to the problems of a constituent who needs help. She will not be abandoned! https://t.co/FYc0irfiFo,[],[],[],[],India,Listening to the problems of a constituent who needs help  She will not be abandoned  https   t co FYc0irfiFo,2021-09-20 10:00:00,,
15,en,ShashiTharoor,24705126,True,1439885061868822529,"Addressed the KeralaRetailRationDealers’Association who are protesting the govt’s withdrawal of even reduced commission for the ration kits they are required to distribute. Whereas their 7 rupee commission was reduced to 5 for this cause, post elections it’s 0. How are they2live? https://t.co/NxvtXc5o1f",[],[],[],[],India,Addressed the KeralaRetailRationDealers’Association who are protesting the govt’s withdrawal of even reduced commission for the ration kits they are required to distribute  Whereas their 7 rupee commission was reduced to 5 for this cause  post elections it’s 0  How are they2live  https   t co NxvtXc5o1f,2021-09-20 10:00:00,,
16,en,ShashiTharoor,24705126,True,1439883813534846978,Standing with the Airport Contract Workers Union today. We have no objection to the PPP model but workers’ rights must be respected! https://t.co/9jg2jjpkvu,[],[],[],[],India,Standing with the Airport Contract Workers Union today  We have no objection to the PPP model but workers’ rights must be respected  https   t co 9jg2jjpkvu,2021-09-20 09:00:00,,
17,en,ShashiTharoor,24705126,True,1439883441730842627,Addressed a UDF dharna this morning in front of the Thiruvananthapuram Secretariat to protest the colossal governance failures of both the Central and State Governments across the board. The Congress wants both Govts to abandon their current approach and work for the people! https://t.co/5nbjcoFNlx,[],[],[],[],India,Addressed a UDF dharna this morning in front of the Thiruvananthapuram Secretariat to protest the colossal governance failures of both the Central and State Governments across the board  The Congress wants both Govts to abandon their current approach and work for the people  https   t co 5nbjcoFNlx,2021-09-20 09:00:00,,
18,en,ShashiTharoor,24705126,True,1439879222638485509,"Honoured Krishnakumari &amp; Manjusha, two sisters from #RajajiNagar who passed the examinations to become accredited teachers of social science &amp; mathematics respectively. The StateGovt had frozen teachers’ appointments because of #Covid19 but protests worked: the sisters now teach! https://t.co/WUq95xmn1P",[],"['RajajiNagar', 'Covid19']",[],[],India,Honoured Krishnakumari  amp  Manjusha  two sisters from  RajajiNagar who passed the examinations to become accredited teachers of social science  amp  mathematics respectively  The StateGovt had frozen teachers’ appointments because of  Covid19 but protests worked  the sisters now teach  https   t co WUq95xmn1P,2021-09-20 09:00:00,,
19,en,ShashiTharoor,24705126,True,1439877762970316800,"Honoured with a shawl Dr Surabhi, the new dentist who is the first-ever medical graduate from RajajiNagar colony, a settlement of people below the poverty line in Thiruvananthapuram. It is so impressive to see people w/determination battling their way to success against all odds. https://t.co/F2ScSbvBFV",[],[],[],[],India,Honoured with a shawl Dr Surabhi  the new dentist who is the first ever medical graduate from RajajiNagar colony  a settlement of people below the poverty line in Thiruvananthapuram  It is so impressive to see people w determination battling their way to success against all odds  https   t co F2ScSbvBFV,2021-09-20 09:00:00,,
20,en,ShashiTharoor,24705126,True,1439870009325481992,"Yes but not this co[py which is a pirated edition (#AnEraOfDarkness does not yet exist in paperback). Aside from stealing others' work, the pirates have no respect for content &amp; such editions often have pages mis-arranged or missing altogether. Please do NOT encourage piracy! https://t.co/H6G7bMn3xK",[],['AnEraOfDarkness'],[],['https://t.co/H6G7bMn3xK'],India,Yes but not this co py which is a pirated edition   AnEraOfDarkness does not yet exist in paperback   Aside from stealing others  work  the pirates have no respect for content  amp  such editions often have pages mis arranged or missing altogether  Please do NOT encourage piracy  https   t co H6G7bMn3xK,2021-09-20 09:00:00,,
21,en,ShashiTharoor,24705126,True,1439869217222762504,Good questions @gkzhimomi! https://t.co/VFczxm7C4a,[],[],['gkzhimomi'],['https://t.co/VFczxm7C4a'],India,Good questions  gkzhimomi  https   t co VFczxm7C4a,2021-09-20 08:00:00,,
22,en,ShashiTharoor,24705126,True,1439811235210358786,"Delighted to receive my friend @BillPavilionEnd’s latest book “The English Immortals” — his pick of the greatest cricket XI Blighty has produced. Well written &amp; provocative, of course; am looking forward to delving into it! https://t.co/ISuCI69J2X https://t.co/Gz5X47NGuy",[],[],['BillPavilionEnd'],['https://t.co/ISuCI69J2X'],India,Delighted to receive my friend  BillPavilionEnd’s latest book “The English Immortals” — his pick of the greatest cricket XI Blighty has produced  Well written  amp  provocative  of course  am looking forward to delving into it  https   t co ISuCI69J2X https   t co Gz5X47NGuy,2021-09-20 05:00:00,,
23,en,ShashiTharoor,24705126,True,1439809637436440580,Because of this I have pulled out of a debate at the @cambridgeunion &amp;out of launch events for the UK edition of my book #TheBattleOfBelonging (published there as #TheStruggleForIndiasSoul). It is offensive to ask fully vaccinated Indians to quarantine. The Brits are reviewing! https://t.co/YEVy3Ez5dj,[],"['TheBattleOfBelonging', 'TheStruggleForIndiasSoul']",['cambridgeunion'],['https://t.co/YEVy3Ez5dj'],India,Because of this I have pulled out of a debate at the  cambridgeunion  amp out of launch events for the UK edition of my book  TheBattleOfBelonging  published there as  TheStruggleForIndiasSoul   It is offensive to ask fully vaccinated Indians to quarantine  The Brits are reviewing  https   t co YEVy3Ez5dj,2021-09-20 05:00:00,,
24,en,ShashiTharoor,24705126,True,1439778522780762117,"“His perspective distorted by exile, the expatriate extremist’s view of what used to be home is divorced from the experience of home.” My analysis of “expatriate nationalism” in @mathrubhumieng:
“Diaspora Nationalism: The Myth and the Reality”: https://t.co/eJT96o5RSu",['xp'],[],['mathrubhumieng'],['https://t.co/eJT96o5RSu'],India,“His perspective distorted by exile  the eatriate extremist’s view of what used to be home is divorced from the eerience of home ” My analysis of “eatriate nationalism” in  mathrubhumieng “Diaspora Nationalism  The Myth and the Reality”  https   t co eJT96o5RSu,2021-09-20 02:00:00,,
25,en,ShashiTharoor,24705126,True,1439658572334309378,Well done @revanth_anumula &amp; @drjgeetareddy for your work in rousing the masses in favour of @INCTelangana! https://t.co/4TcE09wI9B,[],[],"['revanth_anumula', 'drjgeetareddy', 'INCTelangana']",['https://t.co/4TcE09wI9B'],India,Well done  revanth anumula  amp   drjgeetareddy for your work in rousing the masses in favour of  INCTelangana  https   t co 4TcE09wI9B,2021-09-19 19:00:00,,
26,en,ShashiTharoor,24705126,True,1439645914667225092,Karan Thapar is right: the silence with which we respond to bigotry from Adityanath &amp; his ilk is a terrible mistake. It should be condemned unresevedly. https://t.co/AWIHpNomjd,[],[],[],['https://t.co/AWIHpNomjd'],India,Karan Thapar is right  the silence with which we respond to bigotry from Adityanath  amp  his ilk is a terrible mistake  It should be condemned unresevedly  https   t co AWIHpNomjd,2021-09-19 18:00:00,,
27,en,ShashiTharoor,24705126,True,1439643670907535360,"My debut as a @Sansad_TV anchor, in an interview with Ustad Amjad Ali Khan: https://t.co/2ZfOaLQM02 #ToThePoint",[],['ToThePoint'],['sansad_tv'],['https://t.co/2ZfOaLQM02'],India,My debut as a  Sansad TV anchor  in an interview with Ustad Amjad Ali Khan  https   t co 2ZfOaLQM02  ToThePoint,2021-09-19 18:00:00,,
28,en,ShashiTharoor,24705126,True,1439588839891214342,Four girls from Thiruvananthapuram In this year's Kerala Girls’ Under-19 State Team! Delighted to wish them success &amp; Godspeed as they head to Vizag for the inter-state girls’ tourney. https://t.co/If7SjQacKC,[],[],[],[],India,Four girls from Thiruvananthapuram In this year s Kerala Girls’ Under 19 State Team  Delighted to wish them success  amp  Godspeed as they head to Vizag for the inter state girls’ tourney  https   t co If7SjQacKC,2021-09-19 14:00:00,,
29,en,ShashiTharoor,24705126,True,1439576802091958283,"Gave away some Teachers’ Excellence Awards &amp; spoke about challenges in contemporary education to the principals of 100 educational institutions. Talked frankly about the limitations of online education in India. It can be at best a complement to the classroom, not a substitute. https://t.co/623yvQWSb5",[],[],[],[],India,Gave away some Teachers’ Excellence Awards  amp  spoke about challenges in contemporary education to the principals of 100 educational institutions  Talked frankly about the limitations of online education in India  It can be at best a complement to the classroom  not a substitute  https   t co 623yvQWSb5,2021-09-19 13:00:00,,
30,en,ShashiTharoor,24705126,True,1439573435609350146,"Planted bamboo in Muvattupuzha and discovered India’s only “tree ambulance” — anyone can report a tree in trouble, &amp; the tree doctor rushes over to give life-saving attention or perform emergency surgery! https://t.co/N7UIReeOBU",[],[],[],[],India,Planted bamboo in Muvattupuzha and discovered India’s only “tree ambulance” — anyone can report a tree in trouble   amp  the tree doctor rushes over to give life saving attention or perform emergency surgery  https   t co N7UIReeOBU,2021-09-19 13:00:00,,
31,en,ShashiTharoor,24705126,True,1439565602440445958,With the civil service aspirants of Muvattupuzha— the future steel frame of our country! https://t.co/1rwhlWqOHP,[],[],[],[],India,With the civil service aspirants of Muvattupuzha— the future steel frame of our country  https   t co 1rwhlWqOHP,2021-09-19 12:00:00,,
32,en,ShashiTharoor,24705126,True,1439559614106796032,Attended and addressed the 18th day protest gathering of the ⁦@INCKerala⁩ Thirupuram Mandalam Committee against the failure of ⁦@NHAI_Official⁩ to resolve months of agitation around a crucial junction while constructing NH66. Assured them I would pursue the issue. https://t.co/Q2KGcqDG84,[],[],"['INCKerala', 'NHAI_Official']",[],India,Attended and addressed the 18th day protest gathering of the ⁦ INCKerala⁩ Thirupuram Mandalam Committee against the failure of ⁦ NHAI Official⁩ to resolve months of agitation around a crucial junction while constructing NH66  Assured them I would pursue the issue  https   t co Q2KGcqDG84,2021-09-19 12:00:00,,
33,en,ShashiTharoor,24705126,True,1439502018586890245,Excellent interaction with students of Nirmala College and its Civil Service Academy yesterday. It’s striking that nowhere in rural Kerala do you get the sense that people are cut off from national developments or that their mental horizons are in any way limited by geography. https://t.co/RMEcWvaszz,[],[],[],[],India,Excellent interaction with students of Nirmala College and its Civil Service Academy yesterday  It’s striking that nowhere in rural Kerala do you get the sense that people are cut off from national developments or that their mental horizons are in any way limited by geography  https   t co RMEcWvaszz,2021-09-19 08:00:00,,
34,en,ShashiTharoor,24705126,True,1439500544993759233,"Addressed a workshop of senior local party leaders this morning convened by the new President of ⁦@INCKerala⁩ Thiruvananthapuram District Committee, PalodeRavi, to discuss national politics. Took some probing questions. The determination to win in 2024 is palpable. https://t.co/iZvXokI98Y",[],[],['INCKerala'],[],India,Addressed a workshop of senior local party leaders this morning convened by the new President of ⁦ INCKerala⁩ Thiruvananthapuram District Committee  PalodeRavi  to discuss national politics  Took some probing questions  The determination to win in 2024 is palpable  https   t co iZvXokI98Y,2021-09-19 08:00:00,,
35,en,ShashiTharoor,24705126,True,1439490823054233601,"In Muvattupuzha yesterday, pleased to honour high achievers who have overcome major disabilities &amp; offer assistance from MLA Mathew ⁦@Kuzhalnadan⁩ to people in need, like a toddler with cancer. Working for #InclusiveIndia https://t.co/x4eNoCYGf2",[],['InclusiveIndia'],['Kuzhalnadan'],[],India,In Muvattupuzha yesterday  pleased to honour high achievers who have overcome major disabilities  amp  offer assistance from MLA Mathew ⁦ Kuzhalnadan⁩ to people in need  like a toddler with cancer  Working for  InclusiveIndia https   t co x4eNoCYGf2,2021-09-19 07:00:00,,
36,en,ShashiTharoor,24705126,True,1439296012506464260,"The Day of General Discussion organised by the @UN Committee on the Rights of the Child had a Kerala connection. Among the
Opening Speakers (the only one who’s a child herself), speaking on the needs of “special children”: 17-year-old Amilyn Rose Thomas.

https://t.co/SZP6vmMhec",[],[],['UN'],['https://t.co/SZP6vmMhec'],India,The Day of General Discussion organised by the  UN Committee on the Rights of the Child had a Kerala connection  Among theOpening Speakers  the only one who’s a child herself   speaking on the needs of “special children”  17 year old Amilyn Rose Thomas https   t co SZP6vmMhec,2021-09-18 19:00:00,,
37,en,ShashiTharoor,24705126,True,1439241720143642629,The Kerala Under19 cricket team for the Vinoo Mankad Trophy unusually has eight players who have all trained at the SportsAuthority of India's cricket coaching centre at the Medical College ground in Thiruvananthapuram! Here is a proud MP raising his cap to these bright stars: https://t.co/AFelsNyk1q,[],[],[],[],India,The Kerala Under19 cricket team for the Vinoo Mankad Trophy unusually has eight players who have all trained at the SportsAuthority of India s cricket coaching centre at the Medical College ground in Thiruvananthapuram  Here is a proud MP raising his cap to these bright stars  https   t co AFelsNyk1q,2021-09-18 15:00:00,,
38,en,ShashiTharoor,24705126,True,1439178023945728004,"Do note the change of time— 7.30pm, not 9 as previously announced. #SansadTV https://t.co/meAHwXvNf9",[],['SansadTV'],[],['https://t.co/meAHwXvNf9'],India,Do note the change of time— 7 30pm  not 9 as previously announced   SansadTV https   t co meAHwXvNf9,2021-09-18 11:00:00,,
39,en,ShashiTharoor,24705126,True,1439140316800372741,"Addressed a crowded school hall at the Nirmala High School, Muvattupuzha, from where our young MLA Dr Mathew @Kuzhalnadan graduated, where his election victory was announced, &amp; where he chose to celebrate his first hundred days in office at this rousing event. https://t.co/tNHm8cGK9g",[],[],['Kuzhalnadan'],[],India,Addressed a crowded school hall at the Nirmala High School  Muvattupuzha  from where our young MLA Dr Mathew  Kuzhalnadan graduated  where his election victory was announced   amp  where he chose to celebrate his first hundred days in office at this rousing event  https   t co tNHm8cGK9g,2021-09-18 08:00:00,,
40,en,ShashiTharoor,24705126,True,1439113063794294790,"An impressive MLA office for Dr Mathew @kuzhalbadan’s constituent services, backed up by a specially-created app to process each petition received &amp; to report follow-up action to the petitioner. Retail politics in Kerala has moved firmly into the 21st century - with a human touch https://t.co/8nHpjWGEWR",[],[],[],[],India,An impressive MLA office for Dr Mathew  kuzhalbadan’s constituent services  backed up by a specially created app to process each petition received  amp  to report follow up action to the petitioner  Retail politics in Kerala has moved firmly into the 21st century   with a human touch https   t co 8nHpjWGEWR,2021-09-18 06:00:00,,
41,en,ShashiTharoor,24705126,True,1439107227562876936,"Right now: Am in Muvattupuzha, Kerala to inaugurate the MLA office of our newly-elected, smart &amp; energetic MLA Dr Mathew ⁦@Kuzhalnadan⁩. Wonderful turnout to celebrate his first 100 days in office https://t.co/wfu7zQZdrF",[],[],['Kuzhalnadan'],[],India,Right now  Am in Muvattupuzha  Kerala to inaugurate the MLA office of our newly elected  smart  amp  energetic MLA Dr Mathew ⁦ Kuzhalnadan⁩  Wonderful turnout to celebrate his first 100 days in office https   t co wfu7zQZdrF,2021-09-18 06:00:00,,
42,en,ShashiTharoor,24705126,True,1439072746844078087,"""People often ask me, where will we find Gandhi today? I tell them, we must find him in our own hearts. We will find him everywhere around us if we have the eye&amp;heart to see."" Magnificent speech by @harsh_mander on communal harmony will move most Indians: https://t.co/I2BDmOB6an",[],[],['harsh_mander'],['https://t.co/I2BDmOB6an'],India, People often ask me  where will we find Gandhi today  I tell them  we must find him in our own hearts  We will find him everywhere around us if we have the eye amp heart to see   Magnificent speech by  harsh mander on communal harmony will move most Indians  https   t co I2BDmOB6an,2021-09-18 04:00:00,,
43,en,ShashiTharoor,24705126,True,1439059810864058371,"Reclaiming the moral centre &amp; the spirit of constitutionalism in the face of majoritarian assaults on democracy is the imperative task of the Opposition, says @DrAshwani_Kumar: https://t.co/KZc8rYroRV",[],[],['DrAshwani_Kumar'],['https://t.co/KZc8rYroRV'],India,Reclaiming the moral centre  amp  the spirit of constitutionalism in the face of majoritarian assaults on democracy is the imperative task of the Opposition  says  DrAshwani Kumar  https   t co KZc8rYroRV,2021-09-18 03:00:00,,
44,en,ShashiTharoor,24705126,True,1438926285523329032,"Welcome to @rohitsinghjoon, who will take on the mantle of co-ordinating @ProfCong's work with &amp; on MSMEs! https://t.co/339O19Ffes",[],[],"['rohitsinghjoon', 'ProfCong']",['https://t.co/339O19Ffes'],India,Welcome to  rohitsinghjoon  who will take on the mantle of co ordinating  ProfCong s work with  amp  on MSMEs  https   t co 339O19Ffes,2021-09-17 18:00:00,,
45,en,ShashiTharoor,24705126,True,1438908103781535747,"Excited to reveal the cover of @unampillai's new boook #FalseAllies, about India's maharajahs in the age of Ravi Varma -- a fascinating theme! Looking forward to his usual limpid prose and fluent story-telling! https://t.co/RVUIDD2xJH",[],['FalseAllies'],['UnamPillai'],[],India,Excited to reveal the cover of  unampillai s new boook  FalseAllies  about India s maharajahs in the age of Ravi Varma    a fascinating theme  Looking forward to his usual limpid prose and fluent story telling  https   t co RVUIDD2xJH,2021-09-17 17:00:00,,
46,en,ShashiTharoor,24705126,True,1438870697598767116,Positive development or potential threat? India's agribusiness data trove open to multinational tech giants: https://t.co/aornMoXs7D,[],[],[],['https://t.co/aornMoXs7D'],India,Positive development or potential threat  India s agribusiness data trove open to multinational tech giants  https   t co aornMoXs7D,2021-09-17 14:00:00,,
47,en,ShashiTharoor,24705126,True,1438801990222376962,"Delighted to receive young ⁦@VivanMarwaha⁩, precocious author of “What Millennials Want”. It’s an important and impressive contribution to understanding generational change in our evolving society. https://t.co/p69xT2CmH7",[],[],['VivanMarwaha'],[],India,Delighted to receive young ⁦ VivanMarwaha⁩  precocious author of “What Millennials Want”  It’s an important and impressive contribution to understanding generational change in our evolving society  https   t co p69xT2CmH7,2021-09-17 10:00:00,,
48,en,ShashiTharoor,24705126,True,1438787601738043396,"#NationalUnemploymentDay
More than 10,60,139 posts of teachers, 1,07,000 posts in the Indian army are vacant. But unemployment is at the highest level ever recorded.
Let's hold this callous &amp; inept government accountable for its unsympathetic deeds!
 #राष्ट्रीय_बेरोजगार_दिवस https://t.co/spVVI6DeY2",[],"['NationalUnemploymentDay', 'राष्ट्रीय_बेरोजगार_दिवस']",[],[],India, NationalUnemploymentDayMore than 10 60 139 posts of teachers  1 07 000 posts in the Indian army are vacant  But unemployment is at the highest level ever recorded Let s hold this callous  amp  inept government accountable for its unsympathetic deeds   राष्ट्रीय बेरोजगार दिवस https   t co spVVI6DeY2,2021-09-17 09:00:00,,
49,en,ShashiTharoor,24705126,True,1438784597462945798,"Inaugurated the National Executive meeting of the ⁦@INCIndia⁩ Social Media department this morning w/a stimulating exchange on the uses &amp; abuses, challenges &amp; opportunities of social media in our contemporary politics. Best to ⁦@rohanrgupta⁩ ⁦@HasibaAmin⁩ &amp;team! https://t.co/JnP5J8nKp4",[],[],"['INCIndia', 'rohanrgupta', 'HasibaAmin']",[],India,Inaugurated the National Executive meeting of the ⁦ INCIndia⁩ Social Media department this morning w a stimulating exchange on the uses  amp  abuses  challenges  amp  opportunities of social media in our contemporary politics  Best to ⁦ rohanrgupta⁩ ⁦ HasibaAmin⁩  amp team  https   t co JnP5J8nKp4,2021-09-17 09:00:00,,
50,en,ShashiTharoor,24705126,True,1438782368920182787,"Looking forward to speaking w/ air quality experts &amp; parliamentary aides, after inaugural remarks by my colleague &amp; chair of the Parliament Committee on Environment, @Jairam_Ramesh. I'll be chairing the interactive final plenary.All interested can register:https://t.co/nhFP9fptLI https://t.co/Ydx4RekQjE",['xp'],[],['Jairam_Ramesh'],"['https://t.co/nhFP9fptLI', 'https://t.co/Ydx4RekQjE']",India,Looking forward to speaking w  air quality eerts  amp  parliamentary aides  after inaugural remarks by my colleague  amp  chair of the Parliament Committee on Environment   Jairam Ramesh  I ll be chairing the interactive final plenary All interested can register https   t co nhFP9fptLI https   t co Ydx4RekQjE,2021-09-17 09:00:00,,
51,en,ShashiTharoor,24705126,True,1438773146627166209,Enjoyed a good conversation with @IMAIndiaorg President Dr J.A. Jayalal. As a stalwart medical professional his thoughts about the challenges facing the medical community in our country are of great importance to us at @ProfCong. #ProfessionalsForProgress https://t.co/0uiTYneFIo,[],['ProfessionalsForProgress'],"['IMAIndiaOrg', 'ProfCong']",[],India,Enjoyed a good conversation with  IMAIndiaorg President Dr J A  Jayalal  As a stalwart medical professional his thoughts about the challenges facing the medical community in our country are of great importance to us at  ProfCong   ProfessionalsForProgress https   t co 0uiTYneFIo,2021-09-17 08:00:00,,
52,en,ShashiTharoor,24705126,True,1438769259002281985,"A real shame. For temporary PR gains, the nation's credibility is sacrificed. https://t.co/akvOMuiajE",[],[],[],['https://t.co/akvOMuiajE'],India,A real shame  For temporary PR gains  the nation s credibility is sacrificed  https   t co akvOMuiajE,2021-09-17 08:00:00,,
53,en,ShashiTharoor,24705126,True,1438768747162988550,Thanks Sajal and best wishes in whatever you do! @CSsajalbhardwaj https://t.co/hS25jHffbj,[],[],['CSsajalbhardwaj'],['https://t.co/hS25jHffbj'],India,Thanks Sajal and best wishes in whatever you do   CSsajalbhardwaj https   t co hS25jHffbj,2021-09-17 08:00:00,,
