,tweet_lang,replied_to_tweet_id,replied_to_user_id,reply_text,id,verified,text_en,tweet_date,country,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls
10,en,1436655211846721537,813286, BarackObama  MichelleObama I m from Afghanistan sir please help me my phone number 923161593795 my WhatsApp  966552361756 my email address Shahj0682 gmail com,1440154197484179466,False, BarackObama  MichelleObama I m from Afghanistan sir please help me my phone number 923161593795 my WhatsApp  966552361756 my email address Shahj0682 gmail com,2021-09-21T03:21:32.000Z,USA,@BarackObama @MichelleObama I'm from Afghanistan sir please help me my phone number+923161593795 my WhatsApp +966552361756 my email address Shahj0682@gmail.com,[],[],"['BarackObama', 'MichelleObama']",['https://t.co/8IgAEf4MdL']
11,en,1436655211846721537,813286, BarackObama Before I ask all your investor to take away all their investment from Berjaya Corps and turn all your companies into Berjaya Sdn Bhd           ,1440149575050743814,False, BarackObama Before I ask all your investor to take away all their investment from Berjaya Corps and turn all your companies into Berjaya Sdn Bhd           ,2021-09-21T03:03:10.000Z,USA,@BarackObama Before I ask all your investor to take away all their investment from Berjaya Corps and turn all your companies into Berjaya Sdn Bhd!!!!!!!!!!!,[],[],['BarackObama'],['https://t.co/ZQtirzCjaz']
12,en,1435657058536337418,813286, BarackObama  POTUS Strong buy  novavax  NVAX https   t co QmhZmSTBB5,1440936001967464448,False, BarackObama  POTUS Strong buy  novavax  NVAX https   t co QmhZmSTBB5,2021-09-23T07:08:08.000Z,USA,@BarackObama @POTUS Strong buy #novavax #NVAX https://t.co/QmhZmSTBB5,[],"['novavax', 'NVAX']","['BarackObama', 'POTUS']",[]
13,en,1435657058536337418,813286, BarackObama  POTUS It need to be reworked   But thanks  for what was achieved by your hands ,1440828156022120455,False, BarackObama  POTUS It need to be reworked   But thanks  for what was achieved by your hands ,2021-09-22T23:59:36.000Z,USA,"@BarackObama @POTUS It need to be reworked.  But thanks, for what was achieved by your hands.",[],[],"['BarackObama', 'POTUS']",[]
14,en,1435657058536337418,813286, BarackObama  POTUS ShiftCam 230° Fisheye ProLens for iPhone Smartphones – Get Close to The Action to Capture Dynamic Shots – Full Frame All Around View of Your Environment  and immersive Selfieshttps   t co eoDoRBBIEVhttps   t co zdf0pYSbE9https   t co lf1rAMKqCphttps   t co yBXU9Rha3R https   t co YZszuzVilX,1440666801243713541,False, BarackObama  POTUS ShiftCam 230° Fisheye ProLens for iPhone Smartphones – Get Close to The Action to Capture Dynamic Shots – Full Frame All Around View of Your Environment  and immersive Selfieshttps   t co eoDoRBBIEVhttps   t co zdf0pYSbE9https   t co lf1rAMKqCphttps   t co yBXU9Rha3R https   t co YZszuzVilX,2021-09-22T13:18:26.000Z,USA,"@BarackObama @POTUS ShiftCam 230° Fisheye ProLens for iPhone Smartphones – Get Close to The Action to Capture Dynamic Shots – Full Frame All-Around View of Your Environment, and immersive Selfies

https://t.co/eoDoRBBIEV

https://t.co/zdf0pYSbE9

https://t.co/lf1rAMKqCp

https://t.co/yBXU9Rha3R https://t.co/YZszuzVilX",[],[],"['BarackObama', 'POTUS']",['https://t.co/XUOGWIadEB']
15,en,1435657058536337418,813286, BarackObama  POTUS That was a joke wasn’t affordable,1440210698739466242,False, BarackObama  POTUS That was a joke wasn’t affordable,2021-09-21T07:06:03.000Z,USA,@BarackObama @POTUS That was a joke wasn’t affordable,[],[],"['BarackObama', 'POTUS']",[]
16,en,1435657058536337418,813286, BarackObama  POTUS Before I ask all your investor to take away all their investment from Berjaya Corps and turn all your companies into Berjaya Sdn Bhd           ,1440150206293557262,False, BarackObama  POTUS Before I ask all your investor to take away all their investment from Berjaya Corps and turn all your companies into Berjaya Sdn Bhd           ,2021-09-21T03:05:40.000Z,USA,@BarackObama @POTUS Before I ask all your investor to take away all their investment from Berjaya Corps and turn all your companies into Berjaya Sdn Bhd!!!!!!!!!!!,[],[],"['BarackObama', 'POTUS']",['https://t.co/XA4NGSEMjB']
17,en,1435657058536337418,813286, BarackObama  POTUS To Lee families and Berjaya Group include a dentist named Dr Mohd Kamal Shakimon  all of you have been kidnapping my mother  my kids and my husband for many many years        Give back all of them to me          Bastard             ,1440150092648890373,False, BarackObama  POTUS To Lee families and Berjaya Group include a dentist named Dr Mohd Kamal Shakimon  all of you have been kidnapping my mother  my kids and my husband for many many years        Give back all of them to me          Bastard             ,2021-09-21T03:05:13.000Z,USA,"@BarackObama @POTUS To Lee families and Berjaya Group include a dentist named Dr Mohd Kamal Shakimon, all of you have been kidnapping my mother, my kids and my husband for many many years!!!!!!! Give back all of them to me!!!!!!!!! Bastard!!!!!!!!!!!!!",[],[],"['BarackObama', 'POTUS']",['https://t.co/qVAQZylSAQ']
18,en,1435657058536337418,813286, BarackObama  POTUS  Syrian refugee students in JordanGive us hope for a better future  https   t co HSSGJlLY0y https   t co YhFAEM7KDQ,1439969281731661828,False, BarackObama  POTUS  Syrian refugee students in JordanGive us hope for a better future  https   t co HSSGJlLY0y https   t co YhFAEM7KDQ,2021-09-20T15:06:44.000Z,USA,"@BarackObama @POTUS #Syrian_refugee_students_in_Jordan

Give us hope for a better future. 
https://t.co/HSSGJlLY0y https://t.co/YhFAEM7KDQ",[],['Syrian_refugee_students_in_Jordan'],"['BarackObama', 'POTUS']",['https://t.co/HSSGJlLY0y']
19,en,1435657058536337418,813286, BarackObama  POTUS I am a graduate student at Columbia University I got my bachelor degree and graduated from USC But just because I was a transfer student from HIT WEIHAI to USC  my U S visa was revoked under P P 10043 which should be modified or canceled It is unreasonnable  Best wishes to you ,1439811372561223680,False, BarackObama  POTUS I am a graduate student at Columbia University I got my bachelor degree and graduated from USC But just because I was a transfer student from HIT WEIHAI to USC  my U S visa was revoked under P P 10043 which should be modified or canceled It is unreasonnable  Best wishes to you ,2021-09-20T04:39:16.000Z,USA,"@BarackObama @POTUS I am a graduate student at Columbia University.I got my bachelor degree and graduated from USC.But just because I was a transfer student from HIT WEIHAI to USC, my U.S visa was revoked under P.P.10043 which should be modified or canceled,It is unreasonnable. Best wishes to you.",[],[],"['BarackObama', 'POTUS']",['https://t.co/RfpfAo7uvX']
20,en,1435657058536337418,813286, BarackObama  POTUS I got my bachelor degree and graduated from USC But  just because I was a transfer student from HIT WEIHAI to USC  my U S visa was revoked under P P 10043 P P 10043 should be modified or canceled It is unreasonnable  Best wishes to you ,1439809323891236865,False, BarackObama  POTUS I got my bachelor degree and graduated from USC But  just because I was a transfer student from HIT WEIHAI to USC  my U S visa was revoked under P P 10043 P P 10043 should be modified or canceled It is unreasonnable  Best wishes to you ,2021-09-20T04:31:07.000Z,USA,"@BarackObama @POTUS I got my bachelor degree and graduated from USC.But, just because I was a transfer student from HIT WEIHAI to USC, my U.S visa was revoked under P.P.10043.P.P.10043 should be modified or canceled,It is unreasonnable. Best wishes to you.",[],[],"['BarackObama', 'POTUS']",['https://t.co/0nyG046Jaw']
21,en,1435657058536337418,813286, BarackObama  POTUS Eensive for my parents… ,1439645014360002565,False, BarackObama  POTUS Eensive for my parents… ,2021-09-19T17:38:13.000Z,USA,@BarackObama @POTUS Expensive for my parents… ☹️,"['☹️', 'xp']",[],"['BarackObama', 'POTUS']",[]
22,en,1435657058536337418,813286, BarackObama  POTUS Distress Call to Egypt president ElsisiMy parents Ibrahim khairy amp Aml Ali were attacked fiercely by drug dealers case no 20375  8 9 20121misdemeanor Raml first The dealer extracted invalid medical report The dealer Ibrahim amp  RedaKamal Shehata 78Alzmkhshry Bakos  Alexandria Egypt,1439342554873466881,False, BarackObama  POTUS Distress Call to Egypt president ElsisiMy parents Ibrahim khairy amp Aml Ali were attacked fiercely by drug dealers case no 20375  8 9 20121misdemeanor Raml first The dealer extracted invalid medical report The dealer Ibrahim amp  RedaKamal Shehata 78Alzmkhshry Bakos  Alexandria Egypt,2021-09-18T21:36:21.000Z,USA,"@BarackObama @POTUS Distress Call to Egypt president Elsisi
My parents,Ibrahim khairy&amp;Aml Ali,were attacked fiercely by drug dealers,case no.20375, 8/9/20121misdemeanor,Raml first.The dealer extracted invalid medical report.The dealer Ibrahim&amp; RedaKamal Shehata.
78Alzmkhshry,Bakos, Alexandria,Egypt",[],[],"['BarackObama', 'POTUS']",['https://t.co/S4h5H5uOjm']
23,en,1435657058536337418,813286, BarackObama  POTUS Taxation,1439240284651417603,False, BarackObama  POTUS Taxation,2021-09-18T14:49:58.000Z,USA,@BarackObama @POTUS Taxation,[],[],"['BarackObama', 'POTUS']",[]
24,en,1435657058536337418,813286, BarackObama  POTUS Please reinstate  UI benefits for  Covid  LongHaulers  We are debilitated  unable to work and have no income  It’s  Emergency status at this point ,1439059726893977604,False, BarackObama  POTUS Please reinstate  UI benefits for  Covid  LongHaulers  We are debilitated  unable to work and have no income  It’s  Emergency status at this point ,2021-09-18T02:52:29.000Z,USA,"@BarackObama @POTUS Please reinstate #UI benefits for #Covid #LongHaulers. We are debilitated, unable to work and have no income. It’s #Emergency status at this point.",[],"['UI', 'Covid', 'LongHaulers']","['BarackObama', 'POTUS']",['https://t.co/uAFfRxyUCS']
25,en,1435657058536337418,813286, BarackObama  POTUS We ask the US government to reactivate the IOM  amp  P2 program and take care of the files  The Iraqi translators  workers and contractors working with the military and the US government need urgent assistance  Their right to the IOM program has been taken away from them ,1438900377416523781,False, BarackObama  POTUS We ask the US government to reactivate the IOM  amp  P2 program and take care of the files  The Iraqi translators  workers and contractors working with the military and the US government need urgent assistance  Their right to the IOM program has been taken away from them ,2021-09-17T16:19:18.000Z,USA,"@BarackObama @POTUS We ask the US government to reactivate the IOM &amp; P2 program and take care of the files. The Iraqi translators, workers and contractors working with the military and the US government need urgent assistance. Their right to the IOM program has been taken away from them.",[],[],"['BarackObama', 'POTUS']",['https://t.co/d1ONIzny9R']
26,en,1435657058536337418,813286, BarackObama  POTUS  NVAX So we get a Novavax Press release today and it says “Novavax is preparing to submit    our Protein based Covid vaccine to the US FDA for Emergency Use Authorization ” Do it  https   t co ZBwJzwReok    https   t co 8h8GbDZip5,1438867172500156419,False, BarackObama  POTUS  NVAX So we get a Novavax Press release today and it says “Novavax is preparing to submit    our Protein based Covid vaccine to the US FDA for Emergency Use Authorization ” Do it  https   t co ZBwJzwReok    https   t co 8h8GbDZip5,2021-09-17T14:07:21.000Z,USA,@BarackObama @POTUS $NVAX So we get a Novavax Press release today and it says “Novavax is preparing to submit .. our Protein-based Covid vaccine to the US FDA for Emergency Use Authorization.” Do it. https://t.co/ZBwJzwReok... https://t.co/8h8GbDZip5,[],[],"['BarackObama', 'POTUS']",['https://t.co/Q6MnxLfORm']
27,en,1435657058536337418,813286, BarackObama  POTUS Great move 4 a great team shabbat shalom from me 2y from Israel,1438795770463928321,False, BarackObama  POTUS Great move 4 a great team shabbat shalom from me 2y from Israel,2021-09-17T09:23:37.000Z,USA,@BarackObama @POTUS Great move 4 a great team shabbat shalom from me 2y from Israel,[],[],"['BarackObama', 'POTUS']",[]
28,en,1435657058536337418,813286, BarackObama  POTUS Talk about memories  Remember this Monica Lewinsky s thong flashing scene in  Impeachment  is a re creation of  exactly what happened   according to the showrunner,1438580765651095554,False, BarackObama  POTUS Talk about memories  Remember this Monica Lewinsky s thong flashing scene in  Impeachment  is a re creation of  exactly what happened   according to the showrunner,2021-09-16T19:09:16.000Z,USA,"@BarackObama @POTUS Talk about memories. Remember this.

Monica Lewinsky's thong-flashing scene in 'Impeachment' is a re-creation of 'exactly what happened,' according to the showrunner",[],[],"['BarackObama', 'POTUS']",['https://t.co/tdvRpczw9q']
29,en,1435262267013181440,813286, BarackObama  ObamaFoundation  UChicago  Columbia Strong buy  novavax  NVAX https   t co Z4kLNIfhWC,1440936024092422145,False, BarackObama  ObamaFoundation  UChicago  Columbia Strong buy  novavax  NVAX https   t co Z4kLNIfhWC,2021-09-23T07:08:14.000Z,USA,@BarackObama @ObamaFoundation @UChicago @Columbia Strong buy #novavax #NVAX https://t.co/Z4kLNIfhWC,[],"['novavax', 'NVAX']","['BarackObama', 'ObamaFoundation', 'UChicago', 'Columbia']",[]
30,en,1435262267013181440,813286, BarackObama  ObamaFoundation  UChicago  Columbia Before I ask all your investor to take away all their investment from Berjaya Corps and turn all your companies into Berjaya Sdn Bhd           ,1440150422975512580,False, BarackObama  ObamaFoundation  UChicago  Columbia Before I ask all your investor to take away all their investment from Berjaya Corps and turn all your companies into Berjaya Sdn Bhd           ,2021-09-21T03:06:32.000Z,USA,@BarackObama @ObamaFoundation @UChicago @Columbia Before I ask all your investor to take away all their investment from Berjaya Corps and turn all your companies into Berjaya Sdn Bhd!!!!!!!!!!!,[],[],"['BarackObama', 'ObamaFoundation', 'UChicago', 'Columbia']",['https://t.co/HPXJKDoAre']
31,en,1435262267013181440,813286, BarackObama  ObamaFoundation  UChicago  Columbia To Lee families and Berjaya Group include a dentist named Dr Mohd Kamal Shakimon  all of you have been kidnapping my mother  my kids and my husband for many many years        Give back all of them to me          Bastard             ,1440150304377372675,False, BarackObama  ObamaFoundation  UChicago  Columbia To Lee families and Berjaya Group include a dentist named Dr Mohd Kamal Shakimon  all of you have been kidnapping my mother  my kids and my husband for many many years        Give back all of them to me          Bastard             ,2021-09-21T03:06:03.000Z,USA,"@BarackObama @ObamaFoundation @UChicago @Columbia To Lee families and Berjaya Group include a dentist named Dr Mohd Kamal Shakimon, all of you have been kidnapping my mother, my kids and my husband for many many years!!!!!!! Give back all of them to me!!!!!!!!! Bastard!!!!!!!!!!!!!",[],[],"['BarackObama', 'ObamaFoundation', 'UChicago', 'Columbia']",['https://t.co/96xIhd0Nu8']
32,en,1435262267013181440,813286, BarackObama  ObamaFoundation  UChicago  Columbia  Syrian refugee students in JordanGive us hope for a better future  https   t co HSSGJlLY0y https   t co mviNpygQZN,1439969321313349632,False, BarackObama  ObamaFoundation  UChicago  Columbia  Syrian refugee students in JordanGive us hope for a better future  https   t co HSSGJlLY0y https   t co mviNpygQZN,2021-09-20T15:06:54.000Z,USA,"@BarackObama @ObamaFoundation @UChicago @Columbia #Syrian_refugee_students_in_Jordan

Give us hope for a better future. 
https://t.co/HSSGJlLY0y https://t.co/mviNpygQZN",[],['Syrian_refugee_students_in_Jordan'],"['BarackObama', 'ObamaFoundation', 'UChicago', 'Columbia']",['https://t.co/CYaaqV58JC']
33,en,1435262267013181440,813286, BarackObama  ObamaFoundation  UChicago  Columbia I am a graduate student at Columbia University I got my bachelor degree and graduated from USC But just because I was a transfer student from HIT WEIHAI to USC  my U S visa was revoked under P P 10043 which should be modified or canceled It is unreasonnable  Best wishes to you ,1439811397261529093,False, BarackObama  ObamaFoundation  UChicago  Columbia I am a graduate student at Columbia University I got my bachelor degree and graduated from USC But just because I was a transfer student from HIT WEIHAI to USC  my U S visa was revoked under P P 10043 which should be modified or canceled It is unreasonnable  Best wishes to you ,2021-09-20T04:39:22.000Z,USA,"@BarackObama @ObamaFoundation @UChicago @Columbia I am a graduate student at Columbia University.I got my bachelor degree and graduated from USC.But just because I was a transfer student from HIT WEIHAI to USC, my U.S visa was revoked under P.P.10043 which should be modified or canceled,It is unreasonnable. Best wishes to you.",[],[],"['BarackObama', 'ObamaFoundation', 'UChicago', 'Columbia']",['https://t.co/t450Xp5JxP']
34,en,1435262267013181440,813286, BarackObama  ObamaFoundation  UChicago  Columbia I got my bachelor degree and graduated from USC But  just because I was a transfer student from HIT WEIHAI to USC  my U S visa was revoked under P P 10043 P P 10043 should be modified or canceled It is unreasonnable  Best wishes to you ,1439809357395361792,False, BarackObama  ObamaFoundation  UChicago  Columbia I got my bachelor degree and graduated from USC But  just because I was a transfer student from HIT WEIHAI to USC  my U S visa was revoked under P P 10043 P P 10043 should be modified or canceled It is unreasonnable  Best wishes to you ,2021-09-20T04:31:15.000Z,USA,"@BarackObama @ObamaFoundation @UChicago @Columbia I got my bachelor degree and graduated from USC.But, just because I was a transfer student from HIT WEIHAI to USC, my U.S visa was revoked under P.P.10043.P.P.10043 should be modified or canceled,It is unreasonnable. Best wishes to you.",[],[],"['BarackObama', 'ObamaFoundation', 'UChicago', 'Columbia']",['https://t.co/aOOGWXSDN9']
35,en,1435262267013181440,813286, BarackObama  ObamaFoundation  UChicago  Columbia Very nice  ,1439383852590456833,False, BarackObama  ObamaFoundation  UChicago  Columbia Very nice  ,2021-09-19T00:20:27.000Z,USA,@BarackObama @ObamaFoundation @UChicago @Columbia Very nice..,[],[],"['BarackObama', 'ObamaFoundation', 'UChicago', 'Columbia']",[]
36,en,1435262267013181440,813286, BarackObama  ObamaFoundation  UChicago  Columbia Please reinstate  UI benefits for  Covid  LongHaulers  We are debilitated  unable to work and have no income  It’s  Emergency status at this point ,1439059768153411585,False, BarackObama  ObamaFoundation  UChicago  Columbia Please reinstate  UI benefits for  Covid  LongHaulers  We are debilitated  unable to work and have no income  It’s  Emergency status at this point ,2021-09-18T02:52:39.000Z,USA,"@BarackObama @ObamaFoundation @UChicago @Columbia Please reinstate #UI benefits for #Covid #LongHaulers. We are debilitated, unable to work and have no income. It’s #Emergency status at this point.",[],"['UI', 'Covid', 'LongHaulers']","['BarackObama', 'ObamaFoundation', 'UChicago', 'Columbia']",['https://t.co/8Fr4IJWFsO']
37,en,1434894258780114956,813286, BarackObama There s still people still in my body tapping into my car house items on back in my children in our home,1441006822148788229,False, BarackObama There s still people still in my body tapping into my car house items on back in my children in our home,2021-09-23T11:49:33.000Z,USA,@BarackObama There's still people still in my body tapping into my car house items on back in my children in our home,[],[],['BarackObama'],[]
38,en,1434894258780114956,813286, BarackObama God bless you all,1440798389638033410,False, BarackObama God bless you all,2021-09-22T22:01:19.000Z,USA,@BarackObama God bless you all,[],[],['BarackObama'],[]
39,en,1434894258780114956,813286, BarackObama HEY PUSSY  HOW ABOUT YOU TELL THE WORLD MICHELLE HAS A DICK AND YOU ARE GAY  WERE YOU INFILTRATING THE MUSLIMS IN AMERICA SO YOU COULD SUCK THE LITTLE BOYS DICKS LIKE THAT CULTURE DOES ,1440709628589871118,False, BarackObama HEY PUSSY  HOW ABOUT YOU TELL THE WORLD MICHELLE HAS A DICK AND YOU ARE GAY  WERE YOU INFILTRATING THE MUSLIMS IN AMERICA SO YOU COULD SUCK THE LITTLE BOYS DICKS LIKE THAT CULTURE DOES ,2021-09-22T16:08:37.000Z,USA,@BarackObama HEY PUSSY! HOW ABOUT YOU TELL THE WORLD MICHELLE HAS A DICK AND YOU ARE GAY? WERE YOU INFILTRATING THE MUSLIMS IN AMERICA SO YOU COULD SUCK THE LITTLE BOYS DICKS LIKE THAT CULTURE DOES?,[],[],['BarackObama'],['https://t.co/DNr1sbB3nv']
40,en,1434894258780114956,813286, BarackObama SoulBay Electric Body Brush with 5 Attachments  Rechargeable Back Brush IPX7 Long Handle Exfoliating Spin Scrubber for Shower Bathing Cleansing Wash Deep Cleaninghttps   t co W40MmMMDhohttps   t co pm8ckG4RAR https   t co muRByl00hX,1440667027811667971,False, BarackObama SoulBay Electric Body Brush with 5 Attachments  Rechargeable Back Brush IPX7 Long Handle Exfoliating Spin Scrubber for Shower Bathing Cleansing Wash Deep Cleaninghttps   t co W40MmMMDhohttps   t co pm8ckG4RAR https   t co muRByl00hX,2021-09-22T13:19:20.000Z,USA,"@BarackObama SoulBay Electric Body Brush with 5 Attachments: Rechargeable Back Brush IPX7 Long Handle Exfoliating Spin Scrubber for Shower Bathing Cleansing Wash Deep Cleaning

https://t.co/W40MmMMDho

https://t.co/pm8ckG4RAR https://t.co/muRByl00hX",[],[],['BarackObama'],['https://t.co/a81J5yo1XD']
41,en,1434894258780114956,813286, BarackObama SoulBay Electric Body Brush with 5 Attachments  Rechargeable Back Brush IPX7 Long Handle Exfoliating Spin Scrubber for Shower Bathing Cleansing Wash Deep Cleaninghttps   t co W40MmMMDhohttps   t co pm8ckG4RAR https   t co 2coTVKsyRP,1440666975361900544,False, BarackObama SoulBay Electric Body Brush with 5 Attachments  Rechargeable Back Brush IPX7 Long Handle Exfoliating Spin Scrubber for Shower Bathing Cleansing Wash Deep Cleaninghttps   t co W40MmMMDhohttps   t co pm8ckG4RAR https   t co 2coTVKsyRP,2021-09-22T13:19:07.000Z,USA,"@BarackObama SoulBay Electric Body Brush with 5 Attachments: Rechargeable Back Brush IPX7 Long Handle Exfoliating Spin Scrubber for Shower Bathing Cleansing Wash Deep Cleaning

https://t.co/W40MmMMDho

https://t.co/pm8ckG4RAR https://t.co/2coTVKsyRP",[],[],['BarackObama'],['https://t.co/s0gQPN8MSE']
42,en,1434894258780114956,813286, kodiak149  BarackObama He follows who he wants   He has that right for God’s sake ,1440641712024477697,False, kodiak149  BarackObama He follows who he wants   He has that right for God’s sake ,2021-09-22T11:38:44.000Z,USA,@kodiak149 @BarackObama He follows who he wants.  He has that right for God’s sake.,[],[],"['kodiak149', 'BarackObama']",[]
