,tweet_lang,poi_name,poi_id,verified,id,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,country,text_en,tweet_date
10,en,PeteButtigieg,226222147,True,1360961083679334401,Happy Valentine’s Day to the love of my life! ⁦Thankful @Chasten⁩ for the light you bring to every day we have together. https://t.co/08bwEbycZb,[],[],['Chasten'],[],USA,Happy Valentine’s Day to the love of my life  ⁦Thankful  Chasten⁩ for the light you bring to every day we have together  https   t co 08bwEbycZb,2021-02-14 15:00:00
11,en,PeteButtigieg,226222147,True,1360707457954312196,"Happy Birthday, Mom! Thankful for you every day. https://t.co/jvR8fM7NlK",[],[],[],[],USA,Happy Birthday  Mom  Thankful for you every day  https   t co jvR8fM7NlK,2021-02-13 22:00:00
12,en,PeteButtigieg,226222147,True,1358111247137464321,Chasten and I are saddened by the news of Susan’s passing - and thankful for having known her wonderful presence and friendship. So many Hoosiers will miss her and will be holding the Bayh family in our thoughts and prayers. https://t.co/fWokHC0Cip,[],[],[],['https://t.co/fWokHC0Cip'],USA,Chasten and I are saddened by the news of Susan’s passing   and thankful for having known her wonderful presence and friendship  So many Hoosiers will miss her and will be holding the Bayh family in our thoughts and prayers  https   t co fWokHC0Cip,2021-02-06 18:00:00
13,en,PeteButtigieg,226222147,True,1357155470222499841,"Thanks, love. https://t.co/0sEVSr5EqO",[],[],[],[],USA,Thanks  love  https   t co 0sEVSr5EqO,2021-02-04 03:00:00
14,en,PeteButtigieg,226222147,True,1356978665356210182,"This is our moment to build back better.

Please follow me at @SecretaryPete and @USDOT for the latest updates on how we’re transforming our nation’s transportation future. https://t.co/oqq3vRlXZ7",[],[],"['SecretaryPete', 'USDOT']",['https://t.co/oqq3vRlXZ7'],USA,This is our moment to build back better Please follow me at  SecretaryPete and  USDOT for the latest updates on how we’re transforming our nation’s transportation future  https   t co oqq3vRlXZ7,2021-02-03 15:00:00
15,en,PeteButtigieg,226222147,True,1356672112015081472,I'm honored and humbled by today's vote in the Senate—and ready to get to work @USDOT.,[],[],['USDOT'],[],USA,I m honored and humbled by today s vote in the Senate—and ready to get to work  USDOT ,2021-02-02 19:00:00
16,en,PeteButtigieg,226222147,True,1356371355256684545,"This #BlackHistoryMonth, America celebrates the profound ways in which Black Americans have built, shaped, and bettered this country. The lessons of Black history compel us all to work toward a more perfect and equitable union, every day.",[],['BlackHistoryMonth'],[],[],USA,This  BlackHistoryMonth  America celebrates the profound ways in which Black Americans have built  shaped  and bettered this country  The lessons of Black history compel us all to work toward a more perfect and equitable union  every day ,2021-02-01 23:00:00
17,en,PeteButtigieg,226222147,True,1354448190712524806,"Thank you to the members of the @SenateCommerce Committee for their vote of confidence in me today. I look forward to working with @SenatorWicker, @SenatorCantwell, and the rest of the committee as we get to work on infrastructure and building our economy back better.",[],[],"['SenateCommerce', 'SenatorWicker', 'SenatorCantwell']",[],USA,Thank you to the members of the  SenateCommerce Committee for their vote of confidence in me today  I look forward to working with  SenatorWicker   SenatorCantwell  and the rest of the committee as we get to work on infrastructure and building our economy back better ,2021-01-27 15:00:00
18,en,PeteButtigieg,226222147,True,1353826774581469186,I'll be on CNN tonight with @donlemon at 10:20pm ET. Hope you'll tune in.,[],[],['donlemon'],[],USA,I ll be on CNN tonight with  donlemon at 10 20pm ET  Hope you ll tune in ,2021-01-25 22:00:00
19,en,PeteButtigieg,226222147,True,1353485459498930176,One of the reasons I'm so excited to get to work at @USDOT is the opportunity before us to build infrastructure and create a transportation policy that will allow us to tackle the climate crisis. https://t.co/hj4qKdIpMI,[],[],['USDOT'],[],USA,One of the reasons I m so excited to get to work at  USDOT is the opportunity before us to build infrastructure and create a transportation policy that will allow us to tackle the climate crisis  https   t co hj4qKdIpMI,2021-01-25 00:00:00
20,en,PeteButtigieg,226222147,True,1353363766302400513,"Any time we can make the federal government work better for state, local, territorial, and tribal parters we should.",[],[],[],[],USA,Any time we can make the federal government work better for state  local  territorial  and tribal parters we should ,2021-01-24 15:00:00
21,en,PeteButtigieg,226222147,True,1353017505246285824,"I never miss a chance to talk about South Bend—or our smart streets initiative that helped bring new life, and opportunities, to our city. https://t.co/TKP4AgGaqo",[],[],[],['https://t.co/TKP4AgGaqo'],USA,I never miss a chance to talk about South Bend—or our smart streets initiative that helped bring new life  and opportunities  to our city  https   t co TKP4AgGaqo,2021-01-23 17:00:00
22,en,PeteButtigieg,226222147,True,1352736692558561281,Having my husband @Chasten by my side yesterday in a hearing room is something not seen before for a Cabinet nominee. And our hope is that it makes it easier for the next person to come along.,[],[],['Chasten'],[],USA,Having my husband  Chasten by my side yesterday in a hearing room is something not seen before for a Cabinet nominee  And our hope is that it makes it easier for the next person to come along ,2021-01-22 22:00:00
23,en,PeteButtigieg,226222147,True,1352720627552182272,We won't solve all of our problems overnight—but what changed this week is that we now have a president who can provide the leadership we need. https://t.co/kCUHfCsdSX,[],[],[],[],USA,We won t solve all of our problems overnight—but what changed this week is that we now have a president who can provide the leadership we need  https   t co kCUHfCsdSX,2021-01-22 21:00:00
24,en,PeteButtigieg,226222147,True,1352408218937532417,Thank you to @SenToddYoung for your kind introduction today. Looking forward to continuing to work with you in the future as we have in the past—like during this visit to South Bend in 2019. https://t.co/GHOLRNDwBt,[],[],['SenToddYoung'],[],USA,Thank you to  SenToddYoung for your kind introduction today  Looking forward to continuing to work with you in the future as we have in the past—like during this visit to South Bend in 2019  https   t co GHOLRNDwBt,2021-01-22 00:00:00
25,en,PeteButtigieg,226222147,True,1352396794471342084,"We have a real chance to deliver for the American people—to build our economy back, better than ever, and the @USDOT can play a central role in this. https://t.co/0RaNJb0fyB",[],[],['USDOT'],[],USA,We have a real chance to deliver for the American people—to build our economy back  better than ever  and the  USDOT can play a central role in this  https   t co 0RaNJb0fyB,2021-01-21 23:00:00
26,en,PeteButtigieg,226222147,True,1352241854281093121,"I'm honored to appear before the @SenateCommerce Committee today as the nominee for Secretary of Transportation. 

Please tune in at 10am ET: https://t.co/WorDPvWwdV",[],[],['SenateCommerce'],['https://t.co/WorDPvWwdV'],USA,I m honored to appear before the  SenateCommerce Committee today as the nominee for Secretary of Transportation  Please tune in at 10am ET  https   t co WorDPvWwdV,2021-01-21 13:00:00
27,en,PeteButtigieg,226222147,True,1352232922795937794,A special sunrise this morning. How does it look where you are?,[],[],[],[],USA,A special sunrise this morning  How does it look where you are ,2021-01-21 13:00:00
28,en,PeteButtigieg,226222147,True,1352030308800016387,It's been an unforgettable and historic day. Congratulations to @POTUS and @VP! https://t.co/xrjIHkeNIt,[],[],"['POTUS', 'VP']",['https://t.co/xrjIHkeNIt'],USA,It s been an unforgettable and historic day  Congratulations to  POTUS and  VP  https   t co xrjIHkeNIt,2021-01-20 23:00:00
29,en,PeteButtigieg,226222147,True,1351696412396957697,I'll be on @Morning_Joe tomorrow at 7:15am ET. Hope you'll tune in!,[],[],['Morning_Joe'],[],USA,I ll be on  Morning Joe tomorrow at 7 15am ET  Hope you ll tune in ,2021-01-20 01:00:00
30,en,PeteButtigieg,226222147,True,1351612147764228103,Thanks to everyone for the kind birthday wishes today! Very much looking forward to the year ahead and the new era that begins tomorrow.,[],[],[],[],USA,Thanks to everyone for the kind birthday wishes today  Very much looking forward to the year ahead and the new era that begins tomorrow ,2021-01-19 19:00:00
31,en,PeteButtigieg,226222147,True,1351173706165465088,"As we honor the legacy of Dr. Martin Luther King Jr. through service today—let's also commit to bending the moral arc of the universe toward justice, as he put it, in all our work ahead as we rebuild for a more just and equitable future. #MLKDay",[],['MLKDay'],[],[],USA,As we honor the legacy of Dr  Martin Luther King Jr  through service today—let s also commit to bending the moral arc of the universe toward justice  as he put it  in all our work ahead as we rebuild for a more just and equitable future   MLKDay,2021-01-18 14:00:00
32,en,PeteButtigieg,226222147,True,1350938700260253696,We should all be proud that @PresElectBiden has nominated a cabinet that looks like America—the first ever that is evenly divided by gender and the first where the majority are people of color.,[],[],[],[],USA,We should all be proud that  PresElectBiden has nominated a cabinet that looks like America—the first ever that is evenly divided by gender and the first where the majority are people of color ,2021-01-17 23:00:00
33,en,PeteButtigieg,226222147,True,1350467492267884557,"As @PresElectBiden has said, it's time to stop just talking about infrastructure and to actually start building an infrastructure.",[],[],[],[],USA,As  PresElectBiden has said  it s time to stop just talking about infrastructure and to actually start building an infrastructure ,2021-01-16 16:00:00
34,en,PeteButtigieg,226222147,True,1350192099103301638,"On day one, the Biden administration will be ready to lead and tackle both the public health and economic crises head-on. 

The American Rescue plan is the first step. https://t.co/hH18zqr2Hw",[],[],[],['https://t.co/hH18zqr2Hw'],USA,On day one  the Biden administration will be ready to lead and tackle both the public health and economic crises head on  The American Rescue plan is the first step  https   t co hH18zqr2Hw,2021-01-15 21:00:00
35,en,PeteButtigieg,226222147,True,1349871686670278658,Thrilled for my friend @harrisonjaime—and our party! https://t.co/JSFvQ13sBj,[],[],['harrisonjaime'],['https://t.co/JSFvQ13sBj'],USA,Thrilled for my friend  harrisonjaime—and our party  https   t co JSFvQ13sBj,2021-01-15 00:00:00
36,en,PeteButtigieg,226222147,True,1349360827669884936,"In one week we will have a president and vice president with integrity and decency, qualities we need more than ever.",[],[],[],[],USA,In one week we will have a president and vice president with integrity and decency  qualities we need more than ever ,2021-01-13 14:00:00
37,en,PeteButtigieg,226222147,True,1349356652852629506,"It was great speaking, Senator. Appreciate your leadership and interest in ensuring we develop infrastructure that works for all in our home state and across the country. https://t.co/F0950mAotp",[],[],[],['https://t.co/F0950mAotp'],USA,It was great speaking  Senator  Appreciate your leadership and interest in ensuring we develop infrastructure that works for all in our home state and across the country  https   t co F0950mAotp,2021-01-13 14:00:00
38,en,PeteButtigieg,226222147,True,1348773017149714432,"Thank you, @SenDuckworth. I'm honored to have your support and looking forward to working together. https://t.co/qaOtD5fTmw",[],[],['SenDuckworth'],['https://t.co/qaOtD5fTmw'],USA,Thank you   SenDuckworth  I m honored to have your support and looking forward to working together  https   t co qaOtD5fTmw,2021-01-11 23:00:00
39,en,PeteButtigieg,226222147,True,1348318395436044288,"If confirmed, as Secretary, I will ensure that the Department of Transportation carries out its most fundamental mission of ensuring safety for both travelers and workers.",[],[],[],[],USA,If confirmed  as Secretary  I will ensure that the Department of Transportation carries out its most fundamental mission of ensuring safety for both travelers and workers ,2021-01-10 17:00:00
40,en,PeteButtigieg,226222147,True,1347977424898822149,"I'm hearing from a broad coalition of Americans—from every community and across political lines—who see enormous opportunities for job creation, equity, and climate achievement when it comes to advancing America's infrastructure.",[],[],[],[],USA,I m hearing from a broad coalition of Americans—from every community and across political lines—who see enormous opportunities for job creation  equity  and climate achievement when it comes to advancing America s infrastructure ,2021-01-09 19:00:00
41,en,PeteButtigieg,226222147,True,1346921853932199941,"Words have consequences, especially the words of a president and his allies. Today those consequences include violent rioters attacking our Capitol to overthrow the American democratic process. This must end, and democracy must prevail.",[],[],[],[],USA,Words have consequences  especially the words of a president and his allies  Today those consequences include violent rioters attacking our Capitol to overthrow the American democratic process  This must end  and democracy must prevail ,2021-01-06 21:00:00
42,en,PeteButtigieg,226222147,True,1346255537248346117,"On January 20th, we will have a new president whose first instinct is to unite—not divide. That moment can't come soon enough.",[],[],[],[],USA,On January 20th  we will have a new president whose first instinct is to unite—not divide  That moment can t come soon enough ,2021-01-05 01:00:00
43,en,PeteButtigieg,226222147,True,1346206853894713346,Democracy defines the American project. We cannot let our nation's commitment to democratic values become a casualty of this chaotic and divisive era in our history.,[],[],[],[],USA,Democracy defines the American project  We cannot let our nation s commitment to democratic values become a casualty of this chaotic and divisive era in our history ,2021-01-04 21:00:00
44,en,PeteButtigieg,226222147,True,1344729887807057920,"After such a tumultuous year, there's much to be hopeful for—a new administration, the means to conquer this pandemic, and a better 2021 for all. 

@Chasten and I are wishing everyone a very Happy New Year! https://t.co/GzKWANHKly",[],[],['Chasten'],[],USA,After such a tumultuous year  there s much to be hopeful for—a new administration  the means to conquer this pandemic  and a better 2021 for all   Chasten and I are wishing everyone a very Happy New Year  https   t co GzKWANHKly,2020-12-31 20:00:00
45,en,PeteButtigieg,226222147,True,1344650036173565953,Pleased to report this tweet is now six months old. https://t.co/SY5yIELJGK,[],[],[],['https://t.co/SY5yIELJGK'],USA,Pleased to report this tweet is now six months old  https   t co SY5yIELJGK,2020-12-31 14:00:00
46,en,PeteButtigieg,226222147,True,1344389429226516482,"Thankful for your leadership, @SenSchumer - I'm looking forward to working together to deliver on this agenda for the American people. https://t.co/WVa0yY2Msi",[],[],['SenSchumer'],['https://t.co/WVa0yY2Msi'],USA,Thankful for your leadership   SenSchumer   I m looking forward to working together to deliver on this agenda for the American people  https   t co WVa0yY2Msi,2020-12-30 21:00:00
47,en,PeteButtigieg,226222147,True,1344331144460959746,"Decades in the making, the newly renovated Moynihan Train Hall in New York City is one of the most significant passenger rail facilities to open in years.  

The Biden-Harris administration will partner with local communities to transform our infrastructure and build back better. https://t.co/mGy1dKy48h",[],[],[],[],USA,Decades in the making  the newly renovated Moynihan Train Hall in New York City is one of the most significant passenger rail facilities to open in years   The Biden Harris administration will partner with local communities to transform our infrastructure and build back better  https   t co mGy1dKy48h,2020-12-30 17:00:00
48,en,PeteButtigieg,226222147,True,1343682127389487104,"When infrastructure works well, most Americans hardly notice. But these days we are noticing infrastructure too often for the wrong reasons.  

That can, and must, change.",[],[],[],[],USA,When infrastructure works well  most Americans hardly notice  But these days we are noticing infrastructure too often for the wrong reasons   That can  and must  change ,2020-12-28 22:00:00
49,en,PeteButtigieg,226222147,True,1343246238397947904,"From day one, I'll bring a mayor's perspective to the job as Secretary of Transportation and make sure voices from every level of government are part of the process.",[],[],[],[],USA,From day one  I ll bring a mayor s perspective to the job as Secretary of Transportation and make sure voices from every level of government are part of the process ,2020-12-27 17:00:00
50,en,PeteButtigieg,226222147,True,1342975167258046464,Wishing a joyful and meaningful Kwanzaa to all who are beginning their celebration tonight.,[],[],[],[],USA,Wishing a joyful and meaningful Kwanzaa to all who are beginning their celebration tonight ,2020-12-26 23:00:00
51,en,PeteButtigieg,226222147,True,1342506004379017217,Merry Christmas from our family to yours!,[],[],[],[],USA,Merry Christmas from our family to yours ,2020-12-25 16:00:00
52,en,PeteButtigieg,226222147,True,1342191411207266304,"This Christmas Eve, I'm thinking of everyone serving our country—from military members to frontline workers, and the families who love and support them. 

I'm grateful for your sacrifices each year, but especially one that has been so demanding. Merry Christmas.",[],[],[],[],USA,This Christmas Eve  I m thinking of everyone serving our country—from military members to frontline workers  and the families who love and support them  I m grateful for your sacrifices each year  but especially one that has been so demanding  Merry Christmas ,2020-12-24 20:00:00
53,en,PeteButtigieg,226222147,True,1341845046056931329,"There's no reason, with the wealth, capacity, and talent of our country, that we shouldn't lead the world when it comes to transportation infrastructure. Now's our chance. https://t.co/DUEXvTIm6e",[],[],[],[],USA,There s no reason  with the wealth  capacity  and talent of our country  that we shouldn t lead the world when it comes to transportation infrastructure  Now s our chance  https   t co DUEXvTIm6e,2020-12-23 21:00:00
54,en,PeteButtigieg,226222147,True,1341553075627188224,Looking forward to going on @Morning_Joe tomorrow at 7:10am ET. Tune in!,[],[],['Morning_Joe'],[],USA,Looking forward to going on  Morning Joe tomorrow at 7 10am ET  Tune in ,2020-12-23 01:00:00
55,en,PeteButtigieg,226222147,True,1341522304312946690,"Unlike tax cuts for the wealthy, investments in infrastructure actually do pay for themselves in the long run. 

Americans are ready for us to step up and do more.",[],[],[],[],USA,Unlike tax cuts for the wealthy  investments in infrastructure actually do pay for themselves in the long run  Americans are ready for us to step up and do more ,2020-12-22 23:00:00
56,en,PeteButtigieg,226222147,True,1341500860078174209,Grateful for all of the advocacy and leadership that led to this enormous step forward ten years ago. It's difficult to overstate the power of this policy change and the signal it sent to so many of us: that the country we were serving really did have room for our whole selves. https://t.co/m5p66G3P4i,[],[],[],['https://t.co/m5p66G3P4i'],USA,Grateful for all of the advocacy and leadership that led to this enormous step forward ten years ago  It s difficult to overstate the power of this policy change and the signal it sent to so many of us  that the country we were serving really did have room for our whole selves  https   t co m5p66G3P4i,2020-12-22 22:00:00
57,en,PeteButtigieg,226222147,True,1341143131350323201,"To meet the climate crisis, we must put millions of new electric vehicles on America’s roads. It's time to build public charging infrastructure powered by clean energy and make it available in all parts of this country.",[],[],[],[],USA,To meet the climate crisis  we must put millions of new electric vehicles on America’s roads  It s time to build public charging infrastructure powered by clean energy and make it available in all parts of this country ,2020-12-21 22:00:00
58,en,PeteButtigieg,226222147,True,1341032856928346114,"We will make sure that creating jobs, tackling the climate crisis, and centering equity are at the heart of our transportation and infrastructure vision. https://t.co/B3IA5X9jk1",[],[],[],[],USA,We will make sure that creating jobs  tackling the climate crisis  and centering equity are at the heart of our transportation and infrastructure vision  https   t co B3IA5X9jk1,2020-12-21 15:00:00
59,en,PeteButtigieg,226222147,True,1340773954991116289,"Black and brown neighborhoods have been disproportionately divided by highway projects or left isolated by the lack of adequate transit and transportation resources. 

In the Biden-Harris administration, we will make righting these wrongs an imperative.",[],[],[],[],USA,Black and brown neighborhoods have been disproportionately divided by highway projects or left isolated by the lack of adequate transit and transportation resources  In the Biden Harris administration  we will make righting these wrongs an imperative ,2020-12-20 22:00:00
60,en,PeteButtigieg,226222147,True,1340737320190926849,"This weekend I had the privilege of talking with Ambassador James Hormel, who broke a barrier as the first openly LGBTQ nominee sent to the Senate. Ultimately he was denied even a vote and served through a recess appointment—but helped pave the way for so many, including me. https://t.co/8UYh3O3Mta",[],[],[],[],USA,This weekend I had the privilege of talking with Ambassador James Hormel  who broke a barrier as the first openly LGBTQ nominee sent to the Senate  Ultimately he was denied even a vote and served through a recess appointment—but helped pave the way for so many  including me  https   t co 8UYh3O3Mta,2020-12-20 19:00:00
61,en,PeteButtigieg,226222147,True,1340703788903124992,One month until it's President @JoeBiden and Vice President @KamalaHarris.,[],[],"['JoeBiden', 'KamalaHarris']",[],USA,One month until it s President  JoeBiden and Vice President  KamalaHarris ,2020-12-20 17:00:00
62,en,PeteButtigieg,226222147,True,1340700129859350528,A bipartisan effort to build back better through a major investment in our infrastructure isn't just possible—it's necessary. https://t.co/0pcBYF5gos,[],[],[],[],USA,A bipartisan effort to build back better through a major investment in our infrastructure isn t just possible—it s necessary  https   t co 0pcBYF5gos,2020-12-20 17:00:00
63,en,PeteButtigieg,226222147,True,1340409802841796608,I'll be on State of the Union with @JakeTapper tomorrow morning. Hope you'll tune in to watch.,[],[],['jaketapper'],[],USA,I ll be on State of the Union with  JakeTapper tomorrow morning  Hope you ll tune in to watch ,2020-12-19 22:00:00
64,en,PeteButtigieg,226222147,True,1340060427330457611,"The Biden-Harris administration will tackle climate change with the urgency this moment demands. Thrilled that these talented, barrier-breaking nominees are joining this historic team. https://t.co/UMvZOl4cel",[],[],[],['https://t.co/UMvZOl4cel'],USA,The Biden Harris administration will tackle climate change with the urgency this moment demands  Thrilled that these talented  barrier breaking nominees are joining this historic team  https   t co UMvZOl4cel,2020-12-18 22:00:00
65,en,PeteButtigieg,226222147,True,1339603392872804352,Americans shouldn't settle for less than our peers in the developed world—we should lead the way on infrastructure. And we will. https://t.co/cToC7y5lBC,[],[],[],[],USA,Americans shouldn t settle for less than our peers in the developed world—we should lead the way on infrastructure  And we will  https   t co cToC7y5lBC,2020-12-17 16:00:00
66,en,PeteButtigieg,226222147,True,1339383777093685248,"As the final guest for this last episode of our podcast series, I was delighted to speak with @HillaryClinton. She's inspired millions, including me, with her barrier-breaking work, command of the issues, and unstoppable dedication to service.

Listen at https://t.co/iZo5sHoZPD. https://t.co/uoJKfG1PpH",[],[],['HillaryClinton'],['https://t.co/iZo5sHoZPD'],USA,As the final guest for this last episode of our podcast series  I was delighted to speak with  HillaryClinton  She s inspired millions  including me  with her barrier breaking work  command of the issues  and unstoppable dedication to service Listen at https   t co iZo5sHoZPD  https   t co uoJKfG1PpH,2020-12-17 02:00:00
67,en,PeteButtigieg,226222147,True,1339363523764350979,"When I became mayor of a city fighting its way out of the teeth of the Great Recession, infrastructure was at the heart of our vision. https://t.co/Bmg9ivwre6",[],[],[],[],USA,When I became mayor of a city fighting its way out of the teeth of the Great Recession  infrastructure was at the heart of our vision  https   t co Bmg9ivwre6,2020-12-17 00:00:00
68,en,PeteButtigieg,226222147,True,1339325898844217344,"I'm mindful of the history of this appointment, knowing this is the first time an American president has ever sent an openly LGBTQ cabinet appointee to the Senate for confirmation. https://t.co/txVuqO4o59",[],[],[],[],USA,I m mindful of the history of this appointment  knowing this is the first time an American president has ever sent an openly LGBTQ cabinet appointee to the Senate for confirmation  https   t co txVuqO4o59,2020-12-16 22:00:00
69,en,PeteButtigieg,226222147,True,1339259509236228097,"There is no greater source of meaning in professional life than the chance to serve others.
 
I felt it every time I laced up my boots in the military.
 
I felt it every day serving my community as mayor.
 
And I feel it now, joining this historic team.",[],[],[],[],USA,There is no greater source of meaning in professional life than the chance to serve others  I felt it every time I laced up my boots in the military  I felt it every day serving my community as mayor  And I feel it now  joining this historic team ,2020-12-16 17:00:00
70,en,PeteButtigieg,226222147,True,1339259234471596034,"Americans expect us to associate the idea of “infrastructure week” with results, and never again a media punch line.",['xp'],[],[],[],USA,Americans eect us to associate the idea of “infrastructure week” with results  and never again a media punch line ,2020-12-16 17:00:00
71,en,PeteButtigieg,226222147,True,1339258940929011724,"We’ll bring together leaders and communities from every corner—labor and business, left right and center, urban and rural, communities of color, tribal nations, all who have a stake in American infrastructure—to design a better future.",[],[],[],[],USA,We’ll bring together leaders and communities from every corner—labor and business  left right and center  urban and rural  communities of color  tribal nations  all who have a stake in American infrastructure—to design a better future ,2020-12-16 17:00:00
72,en,PeteButtigieg,226222147,True,1339258630382755846,"America has given this administration a mandate to build back better. 

And step one in building back better, literally, is to build.",[],[],[],[],USA,America has given this administration a mandate to build back better  And step one in building back better  literally  is to build ,2020-12-16 17:00:00
73,en,PeteButtigieg,226222147,True,1339256600905846786,"Tune in now as I join President-elect @JoeBiden and Vice President-elect @KamalaHarris live from Wilmington, Delaware. https://t.co/vnB2SuWopt",[],[],"['JoeBiden', 'KamalaHarris']",['https://t.co/vnB2SuWopt'],USA,Tune in now as I join President elect  JoeBiden and Vice President elect  KamalaHarris live from Wilmington  Delaware  https   t co vnB2SuWopt,2020-12-16 17:00:00
74,en,PeteButtigieg,226222147,True,1339012394606075905,"Innovation in transportation helped build my hometown, and it propels our country.

Now is the time to build back better through modern and sustainable infrastructure that creates millions of good-paying union jobs, revitalizes communities, and empowers all Americans to thrive.",[],[],[],[],USA,Innovation in transportation helped build my hometown  and it propels our country Now is the time to build back better through modern and sustainable infrastructure that creates millions of good paying union jobs  revitalizes communities  and empowers all Americans to thrive ,2020-12-16 01:00:00
75,en,PeteButtigieg,226222147,True,1339002261066878981,"This is a moment of tremendous opportunity—to create jobs, meet the climate challenge, and enhance equity for all.

I'm honored that the President-elect has asked me to serve our nation as Secretary of Transportation.",[],[],[],[],USA,This is a moment of tremendous opportunity—to create jobs  meet the climate challenge  and enhance equity for all I m honored that the President elect has asked me to serve our nation as Secretary of Transportation ,2020-12-16 00:00:00
76,en,PeteButtigieg,226222147,True,1338883383343067136,".@Chasten and I are looking forward to a special #TeamPete Holiday Happy Hour with @chefjoseandres later this week to support @WCKitchen, Center for Homeless: South Bend, and Win the Era. 

If you can, please chip in any amount to join us:
https://t.co/NdsOuWAFgo",[],['TeamPete'],"['Chasten', 'chefjoseandres', 'WCKitchen']",['https://t.co/NdsOuWAFgo'],USA,  Chasten and I are looking forward to a special  TeamPete Holiday Happy Hour with  chefjoseandres later this week to support  WCKitchen  Center for Homeless  South Bend  and Win the Era  If you can  please chip in any amount to join us https   t co NdsOuWAFgo,2020-12-15 16:00:00
77,en,PeteButtigieg,226222147,True,1338867047787155461,"If you live in Georgia, you can now vote early for @ReverendWarnock and Jon @ossoff! Make sure you, and all your friends and family, have a plan: https://t.co/2Hezlwr8Nc",[],[],"['ReverendWarnock', 'ossoff']",['https://t.co/2Hezlwr8Nc'],USA,If you live in Georgia  you can now vote early for  ReverendWarnock and Jon  ossoff  Make sure you  and all your friends and family  have a plan  https   t co 2Hezlwr8Nc,2020-12-15 15:00:00
