,tweet_lang,replied_to_tweet_id,replied_to_user_id,reply_text,id,verified,text_en,tweet_date,country,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,text_hi,text_es
12,en,1438701204893159427,1447949844, AmitShah Good try but there’s a whole generation of Hyderabadi Muslims who are actively countering the false history you spread  who are spreading awareness of the bloodbath of Muslims conducted by the Indian army in 1948  who are proud of being Hyderabadi حيدرآباد دکن زِنده باد https   t co lrnjk15mR2,1438902274244419596,False, AmitShah Good try but there’s a whole generation of Hyderabadi Muslims who are actively countering the false history you spread  who are spreading awareness of the bloodbath of Muslims conducted by the Indian army in 1948  who are proud of being Hyderabadi حيدرآباد دکن زِنده باد https   t co lrnjk15mR2,2021-09-17T16:26:50.000Z,India,"@AmitShah Good try but there’s a whole generation of Hyderabadi Muslims who are actively countering the false history you spread, who are spreading awareness of the bloodbath of Muslims conducted by the Indian army in 1948, who are proud of being Hyderabadi.

حيدرآباد دکن زِنده باد https://t.co/lrnjk15mR2",[],[],['AmitShah'],['https://t.co/keUPbAL0We'],,
13,en,1438701204893159427,1447949844, Mohamme71401814  AmitShah Whose gold that is   Is it nizams hard earned one or collected from whom  ,1438896096470650890,False, Mohamme71401814  AmitShah Whose gold that is   Is it nizams hard earned one or collected from whom  ,2021-09-17T16:02:17.000Z,India,@Mohamme71401814 @AmitShah Whose gold that is ? Is it nizams hard earned one or collected from whom ?,[],[],"['Mohamme71401814', 'AmitShah']",[],,
14,en,1438701204893159427,1447949844, mohamme85643378  AmitShah Is it   Tell me 7 developments by nizams   I have their 7 bad things to tell  ,1438895575760474115,False, mohamme85643378  AmitShah Is it   Tell me 7 developments by nizams   I have their 7 bad things to tell  ,2021-09-17T16:00:13.000Z,India,@mohamme85643378 @AmitShah Is it ? Tell me 7 developments by nizams ? I have their 7 bad things to tell..,[],[],"['mohamme85643378', 'AmitShah']",[],,
15,en,1438701204893159427,1447949844, AmitShah Chup bhadve,1438885424215183361,False, AmitShah Chup bhadve,2021-09-17T15:19:52.000Z,India,@AmitShah Chup bhadve,[],[],['AmitShah'],[],,
16,en,1438701204893159427,1447949844, zainjournalist  AmitShah India needs liberation from BJP,1438877516165431296,False, zainjournalist  AmitShah India needs liberation from BJP,2021-09-17T14:48:27.000Z,India,@zainjournalist @AmitShah India needs liberation from BJP,[],[],"['zainjournalist', 'AmitShah']",[],,
17,en,1438701204893159427,1447949844, AmitShah India needs liberation from BJP,1438877030075011075,False, AmitShah India needs liberation from BJP,2021-09-17T14:46:31.000Z,India,@AmitShah India needs liberation from BJP,[],[],['AmitShah'],[],,
18,en,1438701204893159427,1447949844, AmitShah The Great Nizam Of Hyderabad with his achievements https   t co WmQQsMX4yQlook what he did and what he achieve in our Statehe didn’t Used a hindu muslim propogandas for Election like you aur your feku modi did  no hindutva ideology in nizam state https   t co v5aOjZA2rQ,1438868254945013770,False, AmitShah The Great Nizam Of Hyderabad with his achievements https   t co WmQQsMX4yQlook what he did and what he achieve in our Statehe didn’t Used a hindu muslim propogandas for Election like you aur your feku modi did  no hindutva ideology in nizam state https   t co v5aOjZA2rQ,2021-09-17T14:11:39.000Z,India,"@AmitShah The Great Nizam Of Hyderabad with his achievements 

https://t.co/WmQQsMX4yQ

look what he did and what he achieve in our State
he didn’t Used a hindu muslim propogandas for Election like you aur your feku modi did.

#no_hindutva_ideology_in_nizam_state https://t.co/v5aOjZA2rQ",[],[],['AmitShah'],"['https://t.co/WmQQsMX4yQ', 'https://t.co/vMmaFT4TCX']",,
19,en,1438701204893159427,1447949844, AmitShah Amazing effort to conceal and manipulate history Amit  Intelligent people know and fools will follow you blindly  hyderabad1948,1438850375654780930,False, AmitShah Amazing effort to conceal and manipulate history Amit  Intelligent people know and fools will follow you blindly  hyderabad1948,2021-09-17T13:00:36.000Z,India,@AmitShah Amazing effort to conceal and manipulate history Amit. Intelligent people know and fools will follow you blindly #hyderabad1948,[],['hyderabad1948'],['AmitShah'],[],,
20,hi,1438701204893159427,1447949844, AmitShah सांसदों के  जनहित पत्रों का क्या  कोई औचित्य ही नहीं है  रेलवे बोर्ड के जनविरोधी अधिकारियों के पास ●पूर्व  MST व्यवस्था●तत्काल  जनरल टिकट●समस्त  पैसेंजर ट्रेनों की बहाली  RailMinIndia  IR CRB  gmscrailway JM Scindia  IR EDCHG  BhopalDivision https   t co 83tIcpSjLe,1438847744777469953,False,,2021-09-17T12:50:09.000Z,India,"@AmitShah सांसदों के #जनहित_पत्रों का क्या #कोई_औचित्य ही नहीं है #रेलवे_बोर्ड के जनविरोधी अधिकारियों के पास 

●पूर्व #MST व्यवस्था

●तत्काल #जनरल टिकट

●समस्त #पैसेंजर_ट्रेनों की बहाली 

@RailMinIndia @IR_CRB @gmscrailway
@JM_Scindia @IR_EDCHG @BhopalDivision https://t.co/83tIcpSjLe",[],"['जनहित_पत्रों', 'कोई_औचित्य', 'रेलवे_बोर्ड']",['AmitShah'],['https://t.co/zi2OZn0e5M'], AmitShah सांसदों के  जनहित पत्रों का क्या  कोई औचित्य ही नहीं है  रेलवे बोर्ड के जनविरोधी अधिकारियों के पास ●पूर्व  MST व्यवस्था●तत्काल  जनरल टिकट●समस्त  पैसेंजर ट्रेनों की बहाली  RailMinIndia  IR CRB  gmscrailway JM Scindia  IR EDCHG  BhopalDivision https   t co 83tIcpSjLe,
21,en,1438701204893159427,1447949844, AmitShah  PremShuklaBJP  amp   North Karnataka Region Kalyana Karnataka   You want vote from us that s it ,1438840356489990147,False, AmitShah  PremShuklaBJP  amp   North Karnataka Region Kalyana Karnataka   You want vote from us that s it ,2021-09-17T12:20:48.000Z,India,@AmitShah @PremShuklaBJP &amp; *North Karnataka Region(Kalyana Karnataka). You want vote from us that's it.,[],[],"['AmitShah', 'PremShuklaBJP']",[],,
22,hi,1437975183034257411,1447949844, AmitShah Sir West Bengal me jada focus kijiye sir  nahito hum hinduo ko kashmir jaisa halat bana dega sir bacha lijiye Hindu ko lakshava election se pehle  kuch kijiye   nahito ek bhi sit nahi ayega sir please sir,1439511566102056961,False,,2021-09-19T08:47:56.000Z,India,"@AmitShah Sir West Bengal me jada focus kijiye sir ,nahito hum hinduo ko kashmir jaisa halat bana dega,sir bacha lijiye Hindu ko,lakshava election se pehle  kuch kijiye , nahito ek bhi sit nahi ayega sir please sir🙏🙏🙏",['🙏'],[],['AmitShah'],['https://t.co/UQ6QVq4ph3'], AmitShah Sir West Bengal me jada focus kijiye sir  nahito hum hinduo ko kashmir jaisa halat bana dega sir bacha lijiye Hindu ko lakshava election se pehle  kuch kijiye   nahito ek bhi sit nahi ayega sir please sir,
23,hi,1437975183034257411,1447949844, AmitShah इनका जन्मदिन  छीन कर बेरोजगारी दिवस  बना  दिया  छी धूर्त सरकार जुमलेश्वर महाराज,1439511200337858560,False,,2021-09-19T08:46:29.000Z,India,@AmitShah इनका जन्मदिन  छीन कर बेरोजगारी दिवस  बना  दिया  छी धूर्त सरकार जुमलेश्वर महाराज,[],[],['AmitShah'],[], AmitShah इनका जन्मदिन  छीन कर बेरोजगारी दिवस  बना  दिया  छी धूर्त सरकार जुमलेश्वर महाराज,
24,hi,1437975183034257411,1447949844, AmitShah Jay bharat,1438440808307253249,False,,2021-09-16T09:53:08.000Z,India,@AmitShah Jay bharat,[],[],['AmitShah'],[], AmitShah Jay bharat,
25,en,1437975183034257411,1447949844, AmitShah  rvaidya2000 Lol  Home minister for greetings and obituaries  What a shame this central govt is ,1438413481204600833,False, AmitShah  rvaidya2000 Lol  Home minister for greetings and obituaries  What a shame this central govt is ,2021-09-16T08:04:33.000Z,India,@AmitShah @rvaidya2000 Lol. Home minister for greetings and obituaries. What a shame this central govt is.,[],[],"['AmitShah', 'rvaidya2000']",[],,
26,hi,1437975183034257411,1447949844, AmitShah अहंकारी न बनो। अपना स्वभाव नम्र बनाओ तथा साथियों के साथ मिलजुल कर काम करने की आदत डालो।,1438388809591263234,False,,2021-09-16T06:26:30.000Z,India,@AmitShah अहंकारी न बनो। अपना स्वभाव नम्र बनाओ तथा साथियों के साथ मिलजुल कर काम करने की आदत डालो।,[],[],['AmitShah'],[], AmitShah अहंकारी न बनो। अपना स्वभाव नम्र बनाओ तथा साथियों के साथ मिलजुल कर काम करने की आदत डालो।,
27,hi,1437975183034257411,1447949844, AmitShah यह सोचते रहो कि आज की अपेक्षा कल किस तरह अधिक अच्छा काम हो सकता है। जो सीख चुके हो  उससे अधिक सीखने का प्रयत्न करो। सोचो  योजना बनाओ  गुण दोषों पर गंभीरतापूर्वक विचार करने के उपरांत काम में हाथ डालो।,1438388222283837441,False,,2021-09-16T06:24:10.000Z,India,"@AmitShah यह सोचते रहो कि आज की अपेक्षा कल किस तरह अधिक अच्छा काम हो सकता है। जो सीख चुके हो, उससे अधिक सीखने का प्रयत्न करो। सोचो, योजना बनाओ, गुण-दोषों पर गंभीरतापूर्वक विचार करने के उपरांत काम में हाथ डालो।",[],[],['AmitShah'],['https://t.co/J2cu6YcBru'], AmitShah यह सोचते रहो कि आज की अपेक्षा कल किस तरह अधिक अच्छा काम हो सकता है। जो सीख चुके हो  उससे अधिक सीखने का प्रयत्न करो। सोचो  योजना बनाओ  गुण दोषों पर गंभीरतापूर्वक विचार करने के उपरांत काम में हाथ डालो।,
28,hi,1437975183034257411,1447949844, AmitShah हिंदी सिर्फ  हिंदी दिवस तक ही सीमित न रह जाऐ। आईये हम सब मिलकर हिन्दी को  राष्ट्रभाषा बनाने का संकल्प लें  देशज भाषा एवं  देवनागरी लिपि का प्रयोग करें। अभियंता दिवस की हार्दिक शुभकामनाएं। अभियंता दिवस MIB Hindi PMOIndia,1438379512606040065,False,,2021-09-16T05:49:34.000Z,India,"@AmitShah हिंदी सिर्फ #हिंदी_दिवस तक ही सीमित न रह जाऐ। 
आईये हम सब मिलकर हिन्दी को #राष्ट्रभाषा बनाने का संकल्प लें,
#देशज_भाषा एवं #देवनागरी_लिपि का प्रयोग करें।
#अभियंता_दिवस की हार्दिक शुभकामनाएं।
#अभियंता_दिवस
@MIB_Hindi
@PMOIndia",[],"['हिंदी_दिवस', 'राष्ट्रभाषा']",['AmitShah'],['https://t.co/syEzfDlXbl'], AmitShah हिंदी सिर्फ  हिंदी दिवस तक ही सीमित न रह जाऐ। आईये हम सब मिलकर हिन्दी को  राष्ट्रभाषा बनाने का संकल्प लें  देशज भाषा एवं  देवनागरी लिपि का प्रयोग करें। अभियंता दिवस की हार्दिक शुभकामनाएं। अभियंता दिवस MIB Hindi PMOIndia,
29,es,1437975183034257411,1447949844, AmitShah  syedibrahimbabl Super ji,1438364696239751173,False,,2021-09-16T04:50:41.000Z,India,@AmitShah @syedibrahimbabl Super ji,[],[],"['AmitShah', 'syedibrahimbabl']",[],, AmitShah  syedibrahimbabl Super ji
30,en,1437975183034257411,1447949844, AmitShah Jammu  amp  Kashmir daily wagers employees  want justice1 minimum wagers act 2 regular policy3 respect in society    Plz help poor daily wagers employees of j amp kut We also bharata 101  plzz all of leader we are u voters  justicedailywagersjkut 65000 thousandjaimatadi,1438360172028596229,False, AmitShah Jammu  amp  Kashmir daily wagers employees  want justice1 minimum wagers act 2 regular policy3 respect in society    Plz help poor daily wagers employees of j amp kut We also bharata 101  plzz all of leader we are u voters  justicedailywagersjkut 65000 thousandjaimatadi,2021-09-16T04:32:43.000Z,India,"@AmitShah Jammu &amp; Kashmir daily wagers employees  want justice

1 minimum wagers act 
2 regular policy
3 respect in society.   Plz help poor daily wagers employees of j&amp;kut
 We also bharata 101% plzz all of leader we are u voters🙏🇮🇳 #justicedailywagersjkut 65000 thousand🙏🙏🙏🙏jaimatadi","['🇮🇳', '🙏']",[],['AmitShah'],['https://t.co/pOYSKOqMZ6'],,
31,en,1437975183034257411,1447949844, AmitShah Salute to all the engineers,1438336931234922503,False, AmitShah Salute to all the engineers,2021-09-16T03:00:22.000Z,India,@AmitShah Salute to all the engineers,[],[],['AmitShah'],[],,
32,en,1437975183034257411,1447949844, AmitShah My heartiest homage to a great engineer  nobody can recover the place of nobel person ,1438336129980243968,False, AmitShah My heartiest homage to a great engineer  nobody can recover the place of nobel person ,2021-09-16T02:57:11.000Z,India,"@AmitShah My heartiest homage to a great engineer, nobody can recover the place of nobel person.",[],[],['AmitShah'],[],,
33,en,1437975183034257411,1447949844, AmitShah  KonthoujamG Salute to all the engineers of our country  May the good God bless you all ,1438334139439009794,False, AmitShah  KonthoujamG Salute to all the engineers of our country  May the good God bless you all ,2021-09-16T02:49:16.000Z,India,@AmitShah @KonthoujamG Salute to all the engineers of our country. May the good God bless you all.,[],[],"['AmitShah', 'KonthoujamG']",[],,
34,hi,1437975183034257411,1447949844, AmitShah  69000 शिक्षकभर्ती आरक्षण दो  myogiadityanath सरकारनही तो गली शहर गांव तक पहुंचेगे  drdwivedisatish के रिश्तेदार को आरक्षण की सीटो पर लगाने की खबर अभी तक अंगडाई  आगे ओर लडाई है न्याय में देरी क्यो  narendramodi  PMOIndia  AmitShah  dpradhanbjp  basicshiksha up  AnupriyaSPatel https   t co GhB9ETvRXq,1438317387690897408,False,,2021-09-16T01:42:42.000Z,India,"@AmitShah #69000_शिक्षकभर्ती_आरक्षण_दो @myogiadityanath सरकार
नही तो गली शहर गांव तक पहुंचेगे @drdwivedisatish के रिश्तेदार को आरक्षण की सीटो पर लगाने की खबर अभी तक अंगडाई ,आगे ओर लडाई है,न्याय में देरी क्यो?
@narendramodi @PMOIndia @AmitShah @dpradhanbjp @basicshiksha_up @AnupriyaSPatel https://t.co/GhB9ETvRXq",[],['69000_शिक्षकभर्ती_आरक्षण_दो'],"['AmitShah', 'myogiadityanath', 'drdwivedisatish']",['https://t.co/V2tOLXOvVW'], AmitShah  69000 शिक्षकभर्ती आरक्षण दो  myogiadityanath सरकारनही तो गली शहर गांव तक पहुंचेगे  drdwivedisatish के रिश्तेदार को आरक्षण की सीटो पर लगाने की खबर अभी तक अंगडाई  आगे ओर लडाई है न्याय में देरी क्यो  narendramodi  PMOIndia  AmitShah  dpradhanbjp  basicshiksha up  AnupriyaSPatel https   t co GhB9ETvRXq,
35,en,1437975183034257411,1447949844, AmitShah Engineers  Day  being observed in india on the birthday of great civil engg Sir M  Visweshwaraiya  Engineering university in his name Sep 16  2021,1438294725648392196,False, AmitShah Engineers  Day  being observed in india on the birthday of great civil engg Sir M  Visweshwaraiya  Engineering university in his name Sep 16  2021,2021-09-16T00:12:39.000Z,India,"@AmitShah Engineers' Day  being observed in india on the birthday of great civil engg Sir M. Visweshwaraiya. Engineering university in his name.Sep 16, 2021",[],[],['AmitShah'],['https://t.co/0IbsQc1o9A'],,
36,hi,1437975183034257411,1447949844, AmitShah गजब  सही कहा है जी,1438277657498509312,False,,2021-09-15T23:04:50.000Z,India,"@AmitShah गजब, सही कहा है जी",[],[],['AmitShah'],[], AmitShah गजब  सही कहा है जी,
37,hi,1437975183034257411,1447949844, AmitShah Engineero ke to kuch kro    Dar dar ko thokre kha rhe hn    ,1438233796357332992,False,,2021-09-15T20:10:32.000Z,India,@AmitShah Engineero ke to kuch kro... Dar dar ko thokre kha rhe hn....,[],[],['AmitShah'],[], AmitShah Engineero ke to kuch kro    Dar dar ko thokre kha rhe hn    ,
38,hi,1431303556821254146,1447949844, AmitShah  narendramodi देश के प्रधानमंत्री आदरणीय नरेंद्र मोदी जी के जन्म दिवस फल वितरण कार्यक्रम का संचालन श्रद्धेय बाबू जी कल्याण सिंह जी के सांसद प्रतिनिधि रहे जगदीश सिंह आर्य ने किया  https   t co EoAVoqZ5SM,1440251706839732230,False,,2021-09-21T09:49:00.000Z,India,@AmitShah @narendramodi देश के प्रधानमंत्री आदरणीय नरेंद्र मोदी जी के जन्म दिवस फल वितरण कार्यक्रम का संचालन श्रद्धेय बाबू जी कल्याण सिंह जी के सांसद प्रतिनिधि रहे जगदीश सिंह आर्य ने किया! https://t.co/EoAVoqZ5SM,[],[],"['AmitShah', 'narendramodi']",['https://t.co/iIyC3Gsq2A'], AmitShah  narendramodi देश के प्रधानमंत्री आदरणीय नरेंद्र मोदी जी के जन्म दिवस फल वितरण कार्यक्रम का संचालन श्रद्धेय बाबू जी कल्याण सिंह जी के सांसद प्रतिनिधि रहे जगदीश सिंह आर्य ने किया  https   t co EoAVoqZ5SM,
39,en,1431303556821254146,1447949844, AmitShah  narendramodi Great,1439148168793374725,False, AmitShah  narendramodi Great,2021-09-18T08:43:56.000Z,India,@AmitShah @narendramodi Great,[],[],"['AmitShah', 'narendramodi']",[],,
40,en,1431303556821254146,1447949844, AmitShah  narendramodi Mr Shah ji you are very good। lier,1438209630891565062,False, AmitShah  narendramodi Mr Shah ji you are very good। lier,2021-09-15T18:34:31.000Z,India,"@AmitShah @narendramodi Mr,Shah ji you are very good। lier",[],[],"['AmitShah', 'narendramodi']",[],,
41,en,1431303556821254146,1447949844, AmitShah  narendramodi Very good Tarry ਪਰ you are very good layer,1438208708400529417,False, AmitShah  narendramodi Very good Tarry ਪਰ you are very good layer,2021-09-15T18:30:51.000Z,India,@AmitShah @narendramodi Very good Tarry ਪਰ you are very good layer,[],[],"['AmitShah', 'narendramodi']",[],,
42,en,1421862105091690498,1447949844, AmitShah  narendramodi Your no good okay,1439574255251775492,False, AmitShah  narendramodi Your no good okay,2021-09-19T12:57:03.000Z,India,@AmitShah @narendramodi Your no good okay,[],[],"['AmitShah', 'narendramodi']",[],,
43,hi,1409507505454022656,1447949844, AmitShah Priya Shah ji MP ki ek Rajya sabha seat se mujhe mauka dene ki kripa kare me bhi rajneeti me aakar Desh ke liye kuch Karna chahta hu Dhanyawad,1438402336905261058,False,,2021-09-16T07:20:15.000Z,India,@AmitShah Priya Shah ji MP ki ek Rajya sabha seat se mujhe mauka dene ki kripa kare me bhi rajneeti me aakar Desh ke liye kuch Karna chahta hu Dhanyawad,[],[],['AmitShah'],['https://t.co/xiwFRMfRzX'], AmitShah Priya Shah ji MP ki ek Rajya sabha seat se mujhe mauka dene ki kripa kare me bhi rajneeti me aakar Desh ke liye kuch Karna chahta hu Dhanyawad,
44,en,1398643470625951745,1447949844, AmitShah  narendramodi Thanks,1438396403848343553,False, AmitShah  narendramodi Thanks,2021-09-16T06:56:41.000Z,India,@AmitShah @narendramodi Thanks🙏🙏,['🙏'],[],"['AmitShah', 'narendramodi']",[],,
