,tweet_lang,replied_to_tweet_id,replied_to_user_id,reply_text,id,verified,text_en,tweet_date,country,tweet_text,tweet_emoticons,hashtags,mentions,tweet_urls,text_es
10,en,1440743191175565325,1393764413606354947, Always44Love Pssst… happy to your sweet face back on your PFP   ,1440745611473551367,False, Always44Love Pssst… happy to your sweet face back on your PFP   ,2021-09-22T18:31:36.000Z,USA,@Always44Love Pssst… happy to your sweet face back on your PFP!  😊❤️,"['😊', '❤️']",[],['Always44Love'],[],
11,en,1440742988343234567,28453777, ShaunaGee All vaccine mandates should be challenged  Unfortunately  not all have the means  Healthy people should not be forced to take an ineffective vaccine to pursue a normal life ,1440743984863727625,False, ShaunaGee All vaccine mandates should be challenged  Unfortunately  not all have the means  Healthy people should not be forced to take an ineffective vaccine to pursue a normal life ,2021-09-22T18:25:08.000Z,USA,"@ShaunaGee All vaccine mandates should be challenged. Unfortunately, not all have the means. Healthy people should not be forced to take an ineffective vaccine to pursue a normal life.",[],[],['ShaunaGee'],['https://t.co/QGY4iopIor'],
12,en,1440740350671273985,1404805140675272704, Raw News1st STRIKE  The birds don t move  ALPAPilots,1440744003150905360,False, Raw News1st STRIKE  The birds don t move  ALPAPilots,2021-09-22T18:25:12.000Z,USA,@Raw_News1st STRIKE- The birds don't move @ALPAPilots,[],[],"['Raw_News1st', 'ALPAPilots']",[],
13,en,1440740350671273985,1404805140675272704, Raw News1st Finally,1440743866626240519,False, Raw News1st Finally,2021-09-22T18:24:40.000Z,USA,@Raw_News1st Finally,[],[],['Raw_News1st'],[],
14,en,1440738961731637250,1517872886, hotairblog Whatever  You stopped talking about Afganistan  right ,1440740890125819905,False, hotairblog Whatever  You stopped talking about Afganistan  right ,2021-09-22T18:12:50.000Z,USA,"@hotairblog Whatever. You stopped talking about Afganistan, right?",[],[],['hotairblog'],[],
15,en,1440738878688686085,1247223374717296647, TheInsiderPaper Counter sue for being morons,1440747651255848960,False, TheInsiderPaper Counter sue for being morons,2021-09-22T18:39:42.000Z,USA,@TheInsiderPaper Counter-sue for being morons,[],[],['TheInsiderPaper'],[],
16,en,1440738878688686085,1247223374717296647, TheInsiderPaper  Leerose1985  UnitedAirlines  is the worst  Hands down  Will never fly with them again ,1440746733948964879,False, TheInsiderPaper  Leerose1985  UnitedAirlines  is the worst  Hands down  Will never fly with them again ,2021-09-22T18:36:03.000Z,USA,@TheInsiderPaper @Leerose1985 @UnitedAirlines_ is the worst. Hands down. Will never fly with them again.,[],[],"['TheInsiderPaper', 'Leerose1985', 'UnitedAirlines_']",[],
17,en,1440738463305764874,870362775318482944, mcginnis920  komonewsradio You would think I  of all people  would have noticed that ,1440743785621700611,True, mcginnis920  komonewsradio You would think I  of all people  would have noticed that ,2021-09-22T18:24:20.000Z,USA,"@mcginnis920 @komonewsradio You would think I, of all people, would have noticed that!",[],[],"['mcginnis920', 'komonewsradio']",[],
18,en,1440737659798769664,18247062, JudicialWatch I just consider him to be the deep state and Satan s minion   ,1440748407446900746,False, JudicialWatch I just consider him to be the deep state and Satan s minion   ,2021-09-22T18:42:42.000Z,USA,@JudicialWatch I just consider him to be the deep state and Satan's minion...,[],[],['JudicialWatch'],[],
19,en,1440737563749224451,21272975,Because  if it IS just severity  efficacy  and effects  then the question becomes  at what threshold do you decide that society s well being is more important than your own bodily autonomy   freedom of choice ,1440737565108174859,False,Because  if it IS just severity  efficacy  and effects  then the question becomes  at what threshold do you decide that society s well being is more important than your own bodily autonomy   freedom of choice ,2021-09-22T17:59:37.000Z,USA,"Because, if it IS just severity, efficacy, and effects, then the question becomes: at what threshold do you decide that society's well being is more important than your own bodily autonomy / freedom of choice?",[],[],[],['https://t.co/A8rmNvYufH'],
20,en,1440737532870729728,1029496778855309312,Thank you   EricClapton   for writing this song  THIS HAS GOTTA  STOP    https   t co SidrwzECIY,1440740974397845511,False,Thank you   EricClapton   for writing this song  THIS HAS GOTTA  STOP    https   t co SidrwzECIY,2021-09-22T18:13:10.000Z,USA,"Thank you, @EricClapton , for writing this song, 

THIS HAS GOTTA 🛑 STOP 🛑 !!

https://t.co/SidrwzECIY",['🛑'],[],['EricClapton'],['https://t.co/SidrwzECIY'],
21,en,1440737200040071179,3197770658, cooperchip1 I m filing this under  Are you f cking kidding,1440739321691078672,False, cooperchip1 I m filing this under  Are you f cking kidding,2021-09-22T18:06:36.000Z,USA,"@cooperchip1 I'm filing this under: 
Are you f*cking kidding",[],[],['cooperchip1'],[],
22,en,1440737200040071179,3197770658, cooperchip1 Typical republican  Greed is their god ,1440737972710641670,False, cooperchip1 Typical republican  Greed is their god ,2021-09-22T18:01:14.000Z,USA,@cooperchip1 Typical republican. Greed is their god.,[],[],['cooperchip1'],[],
23,en,1440736240601427982,504917775, mayakauf This could mean a wide range of people  from healthcare workers proper  to housekeeping staff  registration staff  security  outside vendors  But yes the people who refuse vax and directly treat the medically ill is staggering,1440750202818732038,False, mayakauf This could mean a wide range of people  from healthcare workers proper  to housekeeping staff  registration staff  security  outside vendors  But yes the people who refuse vax and directly treat the medically ill is staggering,2021-09-22T18:49:50.000Z,USA,"@mayakauf This could mean a wide range of people, from healthcare workers proper, to housekeeping staff, registration staff, security, outside vendors. But yes the people who refuse vax and directly treat the medically ill is staggering",[],[],['mayakauf'],['https://t.co/AkpbRlbw1u'],
24,en,1440736221701885954,947527395505872896, ACaitlyn14 I think the extra ironic part is that many of the people who argue against vaccine mandates also believe healthcare is a “privilege” and not a right,1440740319423647762,False, ACaitlyn14 I think the extra ironic part is that many of the people who argue against vaccine mandates also believe healthcare is a “privilege” and not a right,2021-09-22T18:10:34.000Z,USA,@ACaitlyn14 I think the extra ironic part is that many of the people who argue against vaccine mandates also believe healthcare is a “privilege” and not a right,[],[],['ACaitlyn14'],['https://t.co/MIquVG7wZ1'],
25,en,1440736221701885954,947527395505872896, ACaitlyn14 Also  a letter that says you can t be vaccinated does not give you the rights of someone vaccinated  So stop harassing doctors ,1440737151742742530,False, ACaitlyn14 Also  a letter that says you can t be vaccinated does not give you the rights of someone vaccinated  So stop harassing doctors ,2021-09-22T17:57:59.000Z,USA,"@ACaitlyn14 Also, a letter that says you can't be vaccinated does not give you the rights of someone vaccinated. So stop harassing doctors.",[],[],['ACaitlyn14'],[],
26,en,1440734795655307264,612990863, G0ffThew Wrong  I am anti Vax and pro mandate  That way  I can reap the benefits of the vaccine while maintaining a personal counter cultural narrative of oppression  Checkmate  Bidenites  Get owned with facts and logic ,1440746273389178880,False, G0ffThew Wrong  I am anti Vax and pro mandate  That way  I can reap the benefits of the vaccine while maintaining a personal counter cultural narrative of oppression  Checkmate  Bidenites  Get owned with facts and logic ,2021-09-22T18:34:14.000Z,USA,"@G0ffThew Wrong. I am anti-Vax and pro-mandate. That way, I can reap the benefits of the vaccine while maintaining a personal counter-cultural narrative of oppression. Checkmate, Bidenites. Get owned with facts and logic.",[],[],['G0ffThew'],['https://t.co/QugoZEACBP'],
27,en,1440734795655307264,612990863, G0ffThew Supporting authoritarian control of all Americans  personal medical decisions is NOT  progressive  It s dangerous   VaccineMandates  COVID19,1440744981837205507,False, G0ffThew Supporting authoritarian control of all Americans  personal medical decisions is NOT  progressive  It s dangerous   VaccineMandates  COVID19,2021-09-22T18:29:06.000Z,USA,"@G0ffThew Supporting authoritarian control of all Americans' personal medical decisions is NOT ""progressive"".

It's dangerous. 

#VaccineMandates 
#COVID19",[],[],['G0ffThew'],['https://t.co/WJQln1BNs3'],
28,en,1440734387742683143,996094929733652481, RepDLesko The hypocrisy  is just mind boggling ,1440751894012456960,False, RepDLesko The hypocrisy  is just mind boggling ,2021-09-22T18:56:34.000Z,USA,@RepDLesko The hypocrisy  is just mind boggling.,[],[],['RepDLesko'],[],
29,en,1440734387742683143,996094929733652481, RepDLesko It s funny to see these anti maskers  anti vaxxers call out the public health crisis when it suits them  Hilarious ,1440751652277944325,False, RepDLesko It s funny to see these anti maskers  anti vaxxers call out the public health crisis when it suits them  Hilarious ,2021-09-22T18:55:36.000Z,USA,"@RepDLesko It's funny to see these anti-maskers, anti-vaxxers call out the public health crisis when it suits them. Hilarious.",[],[],['RepDLesko'],[],
30,en,1440733469466714115,744070482832596992, terrymorse  joshdcaplan you’re are a very fascist  corona bro,1440751926375698435,False, terrymorse  joshdcaplan you’re are a very fascist  corona bro,2021-09-22T18:56:41.000Z,USA,"@terrymorse @joshdcaplan you’re are a very fascist, corona bro",[],[],"['terrymorse', 'joshdcaplan']",[],
31,en,1440732541204393989,17066729, johncraven1  CTSenateDems That Kevin Coughlin is a hoot,1440735116230205445,False, johncraven1  CTSenateDems That Kevin Coughlin is a hoot,2021-09-22T17:49:53.000Z,USA,@johncraven1 @CTSenateDems That Kevin Coughlin is a hoot,[],[],"['johncraven1', 'CTSenateDems']",[],
32,en,1440732541204393989,17066729, johncraven1  CTSenateDems “Trust the science” means “trust the supposed eerts that keep lying” ,1440733937404297221,False, johncraven1  CTSenateDems “Trust the science” means “trust the supposed eerts that keep lying” ,2021-09-22T17:45:12.000Z,USA,@johncraven1 @CTSenateDems “Trust the science” means “trust the supposed experts that keep lying”.,['xp'],[],"['johncraven1', 'CTSenateDems']",[],
33,en,1440732359649738764,16513416, fox35orlando Take the vaccine you idiots,1440748152387080202,False, fox35orlando Take the vaccine you idiots,2021-09-22T18:41:41.000Z,USA,@fox35orlando Take the vaccine you idiots,[],[],['fox35orlando'],[],
34,en,1440732359649738764,16513416, fox35orlando And bedpans too,1440743260436111361,False, fox35orlando And bedpans too,2021-09-22T18:22:15.000Z,USA,@fox35orlando And bedpans too,[],[],['fox35orlando'],[],
35,en,1440731850494775306,1204567797994545152,MSP is already eeriencing a staffing shortage so let’s make that worse by firing all the troopers who refuse to get vaccinated and having even fewer troopers on the road  SMH  WTF is Baker thinking  Is he thinking ,1440733355000012803,False,MSP is already eeriencing a staffing shortage so let’s make that worse by firing all the troopers who refuse to get vaccinated and having even fewer troopers on the road  SMH  WTF is Baker thinking  Is he thinking ,2021-09-22T17:42:54.000Z,USA,MSP is already experiencing a staffing shortage so let’s make that worse by firing all the troopers who refuse to get vaccinated and having even fewer troopers on the road? SMH. WTF is Baker thinking? Is he thinking?,['xp'],[],[],['https://t.co/TakOvA9d8o'],
36,en,1440731850494775306,1204567797994545152,Good for the troopers who aren’t backing down and holding true to their beliefs despite all the pressure from state government to fall in line ,1440732297473392647,False,Good for the troopers who aren’t backing down and holding true to their beliefs despite all the pressure from state government to fall in line ,2021-09-22T17:38:41.000Z,USA,Good for the troopers who aren’t backing down and holding true to their beliefs despite all the pressure from state government to fall in line.,[],[],[],['https://t.co/D14thgmKap'],
37,en,1440730967073648640,21008880,Having said that the zero Covid approach of New Zealand Taiwan and China is never going to work   it s a pipe dream  Only a matter of time when animal or insect carriers will keep the virus perpetually alive on the planet   You can t lock down indefinitely  What are they smoking ,1440731279977160723,False,Having said that the zero Covid approach of New Zealand Taiwan and China is never going to work   it s a pipe dream  Only a matter of time when animal or insect carriers will keep the virus perpetually alive on the planet   You can t lock down indefinitely  What are they smoking ,2021-09-22T17:34:39.000Z,USA,Having said that the zero Covid approach of New Zealand Taiwan and China is never going to work.. it's a pipe dream. Only a matter of time when animal or insect carriers will keep the virus perpetually alive on the planet . You can't lock down indefinitely. What are they smoking?,[],[],[],['https://t.co/PHFLooHX9w'],
38,en,1440730796738768896,288033891, JimDavisMTG We re due for our basketball game  Hopeful for a vaccine mask mandate in place too ,1440731361661243395,False, JimDavisMTG We re due for our basketball game  Hopeful for a vaccine mask mandate in place too ,2021-09-22T17:34:58.000Z,USA,@JimDavisMTG We're due for our basketball game. Hopeful for a vaccine/mask mandate in place too.,[],[],['JimDavisMTG'],[],
39,en,1440730409189273605,14307764, delawareonline Well… thanks again for your help in saving my life and making me get my vaccine done  Patients have a right to be there with safe caregivers who will not be sick   So get your vaccine and then say thank you for saving me from myself and poor choices… https   t co vWtZXSkdoX,1440732913134280711,False, delawareonline Well… thanks again for your help in saving my life and making me get my vaccine done  Patients have a right to be there with safe caregivers who will not be sick   So get your vaccine and then say thank you for saving me from myself and poor choices… https   t co vWtZXSkdoX,2021-09-22T17:41:08.000Z,USA,@delawareonline Well… thanks again for your help in saving my life and making me get my vaccine done. Patients have a right to be there with safe caregivers who will not be sick 😷. So get your vaccine and then say thank you for saving me from myself and poor choices… https://t.co/vWtZXSkdoX,['😷'],[],['delawareonline'],['https://t.co/xD06kenMB0'],
40,en,1440730202678587406,20097362, nbcbayarea Time to implement this in Alameda and Alameda County as well ,1440744924740161538,False, nbcbayarea Time to implement this in Alameda and Alameda County as well ,2021-09-22T18:28:52.000Z,USA,@nbcbayarea Time to implement this in Alameda and Alameda County as well.,[],[],['nbcbayarea'],[],
41,en,1440730202678587406,20097362, MrsLiberator  nbcbayarea Other places implemented the same rules with upswing in business  Most SBA and Restaurant owners want the mandates ,1440741148096536576,False, MrsLiberator  nbcbayarea Other places implemented the same rules with upswing in business  Most SBA and Restaurant owners want the mandates ,2021-09-22T18:13:52.000Z,USA,@MrsLiberator @nbcbayarea Other places implemented the same rules with upswing in business. Most SBA and Restaurant owners want the mandates.,[],[],"['MrsLiberator', 'nbcbayarea']",['https://t.co/HJwZYs1prN'],
42,en,1440729833940549635,23808281, NewsRadio930 Annnnnnnnd he s dead,1440748456818003976,False, NewsRadio930 Annnnnnnnd he s dead,2021-09-22T18:42:54.000Z,USA,@NewsRadio930 Annnnnnnnd he's dead,[],[],['NewsRadio930'],[],
43,en,1440729833940549635,23808281, NewsRadio930 It’s amazing in a country known for obesity and chronic diseases how many claim to have super immune systems,1440738257193472000,False, NewsRadio930 It’s amazing in a country known for obesity and chronic diseases how many claim to have super immune systems,2021-09-22T18:02:22.000Z,USA,@NewsRadio930 It’s amazing in a country known for obesity and chronic diseases how many claim to have super immune systems,[],[],['NewsRadio930'],[],
44,en,1440729706580504579,23283857, SourceHorse12 And I m not wrong  So that s two things I have going for me that you don t  Take care ,1440751596678254606,False, SourceHorse12 And I m not wrong  So that s two things I have going for me that you don t  Take care ,2021-09-22T18:55:23.000Z,USA,@SourceHorse12 And I'm not wrong. So that's two things I have going for me that you don't. Take care.,[],[],['SourceHorse12'],[],
45,en,1440729706580504579,23283857, iamthedriving You’re adorable ,1440751156783763463,False, iamthedriving You’re adorable ,2021-09-22T18:53:38.000Z,USA,@iamthedriving You’re adorable.,[],[],['iamthedriving'],[],
46,en,1440729533292765186,35841940, AnneLaur I have friends who are  One due to underlying conditions  The other religious  He s been teaching like 20 years  I also have a friend who doesn t want to get it  But if he doesn t  he could be out of a job due to NYCDOE rules  It s very strict  The Vacc Passports  ,1440746334080823302,False, AnneLaur I have friends who are  One due to underlying conditions  The other religious  He s been teaching like 20 years  I also have a friend who doesn t want to get it  But if he doesn t  he could be out of a job due to NYCDOE rules  It s very strict  The Vacc Passports  ,2021-09-22T18:34:28.000Z,USA,"@AnneLaur I have friends who are. One due to underlying conditions. The other religious. He's been teaching like 20 years. I also have a friend who doesn't want to get it. But if he doesn't, he could be out of a job due to NYCDOE rules. It's very strict. The Vacc Passports..",[],[],['AnneLaur'],['https://t.co/rXGH3jxuXC'],
47,en,1440729533292765186,35841940, DFlex2123 Which I agree  People are who exempt from getting the vaccine would be allowed to attend  That population is very very small ,1440733746706059269,False, DFlex2123 Which I agree  People are who exempt from getting the vaccine would be allowed to attend  That population is very very small ,2021-09-22T17:44:27.000Z,USA,@DFlex2123 Which I agree. People are who exempt from getting the vaccine would be allowed to attend. That population is very very small.,[],[],['DFlex2123'],[],
48,en,1440729488610844672,919960649341452288,   how very interesting   https   t co ZCNKi9ND4b,1440729494856220683,False,   how very interesting   https   t co ZCNKi9ND4b,2021-09-22T17:27:33.000Z,USA,"...how very interesting...

https://t.co/ZCNKi9ND4b",[],[],[],['https://t.co/ZCNKi9ND4b'],
49,en,1440729154966548482,1390735684869181440, BCinKW What 90  to 87   lol   that block seems impenetrable ,1440732350418018306,False, BCinKW What 90  to 87   lol   that block seems impenetrable ,2021-09-22T17:38:54.000Z,USA,@BCinKW What 90% to 87%? lol - that block seems impenetrable.,[],[],['BCinKW'],[],
50,en,1440728915660607488,29230834, GabeHumbert  StefanMychajliw Such a gross picture ,1440751378683494403,False, GabeHumbert  StefanMychajliw Such a gross picture ,2021-09-22T18:54:31.000Z,USA,@GabeHumbert @StefanMychajliw Such a gross picture.,[],[],"['GabeHumbert', 'StefanMychajliw']",[],
51,en,1440728915660607488,29230834, StefanMychajliw Any healthcare worker who refuses the vaccine does not belong in the field ,1440750880106504194,False, StefanMychajliw Any healthcare worker who refuses the vaccine does not belong in the field ,2021-09-22T18:52:32.000Z,USA,@StefanMychajliw Any healthcare worker who refuses the vaccine does not belong in the field.,[],[],['StefanMychajliw'],[],
52,es,1440728822140178444,1343341123251519488, RedVoiceMedias No way no no no no no waayyyyyy,1440733651939954698,False,,2021-09-22T17:44:04.000Z,USA,@RedVoiceMedias No way no no no no no waayyyyyy,[],[],['RedVoiceMedias'],[], RedVoiceMedias No way no no no no no waayyyyyy
53,en,1440728762560094211,154276098, JenniferMarguli If there s to be any kind of pandemic passport  an immunity passport is the only type that makes any kind of scientific sense  It s debatable  however  if even fully vaccinated people would be entitled to one  In general  a lousy idea   almost certainly the thin end of the wedge ,1440742340650364931,False, JenniferMarguli If there s to be any kind of pandemic passport  an immunity passport is the only type that makes any kind of scientific sense  It s debatable  however  if even fully vaccinated people would be entitled to one  In general  a lousy idea   almost certainly the thin end of the wedge ,2021-09-22T18:18:36.000Z,USA,"@JenniferMarguli If there's to be any kind of pandemic passport, an immunity passport is the only type that makes any kind of scientific sense. It's debatable, however, if even fully vaccinated people would be entitled to one. In general, a lousy idea.. almost certainly the thin end of the wedge.",[],[],['JenniferMarguli'],['https://t.co/iX2u8Ro0eK'],
54,en,1440728762560094211,154276098, JenniferMarguli Nobody’s business if you are immune either ,1440732037283909651,False, JenniferMarguli Nobody’s business if you are immune either ,2021-09-22T17:37:39.000Z,USA,@JenniferMarguli Nobody’s business if you are immune either.,[],[],['JenniferMarguli'],[],
55,en,1440728750077800453,7313362, chicagotribune They should be put on disability if they can no longer function in a civil society ,1440731387993067525,False, chicagotribune They should be put on disability if they can no longer function in a civil society ,2021-09-22T17:35:05.000Z,USA,@chicagotribune They should be put on disability if they can no longer function in a civil society.,[],[],['chicagotribune'],[],
56,en,1440728750077800453,7313362, chicagotribune Or purchase based on how the Nazi base controls consumers brains,1440730189135110149,False, chicagotribune Or purchase based on how the Nazi base controls consumers brains,2021-09-22T17:30:19.000Z,USA,@chicagotribune Or purchase based on how the Nazi base controls consumers brains,[],[],['chicagotribune'],[],
57,en,1440728621811785737,248441359, JamesBrummel We are doomed my friend  Utterly doomed ,1440730205568442372,False, JamesBrummel We are doomed my friend  Utterly doomed ,2021-09-22T17:30:23.000Z,USA,@JamesBrummel We are doomed my friend. Utterly doomed.,[],[],['JamesBrummel'],[],
58,en,1440728621811785737,248441359, my son checked and if you have had the virus already you have natural immunity and that s good enough  I am afraid we are required to ask for a vaccination certification  natural immunity is not considered sufficient   And that s when things really went off the rails ,1440730057811451914,False, my son checked and if you have had the virus already you have natural immunity and that s good enough  I am afraid we are required to ask for a vaccination certification  natural immunity is not considered sufficient   And that s when things really went off the rails ,2021-09-22T17:29:47.000Z,USA,"-my son checked and if you have had the virus already you have natural immunity and that's good enough- I am afraid we are required to ask for a vaccination certification, natural immunity is not considered sufficient...
And that's when things really went off the rails.",[],[],[],['https://t.co/y5WRPDoqKV'],
59,en,1440728297344622595,66929535, b0mBDiggity  Yeah vaccine mandates are good you imbecile,1440733684651335685,False, b0mBDiggity  Yeah vaccine mandates are good you imbecile,2021-09-22T17:44:12.000Z,USA,@b0mBDiggity_ Yeah vaccine mandates are good you imbecile,[],[],['b0mBDiggity_'],[],
60,en,1440727529212448773,163519254, batbird  YahooNews Yep  he just had to open his mouth  I lost all respect for him ,1440734387826409473,False, batbird  YahooNews Yep  he just had to open his mouth  I lost all respect for him ,2021-09-22T17:47:00.000Z,USA,"@batbird @YahooNews Yep, he just had to open his mouth. I lost all respect for him.",[],[],"['batbird', 'YahooNews']",[],
61,en,1440727529212448773,163519254, tharbin318  YahooNews Everyone has a price,1440734164773339139,False, tharbin318  YahooNews Everyone has a price,2021-09-22T17:46:07.000Z,USA,@tharbin318 @YahooNews Everyone has a price,[],[],"['tharbin318', 'YahooNews']",[],
62,en,1440726976529010689,700478198446948352, TheBillsWire Not to mention all those that are keeping their seniority  but selling the tickets themselves on the side ,1440734423985496075,False, TheBillsWire Not to mention all those that are keeping their seniority  but selling the tickets themselves on the side ,2021-09-22T17:47:08.000Z,USA,"@TheBillsWire Not to mention all those that are keeping their seniority, but selling the tickets themselves on the side.",[],[],['TheBillsWire'],[],
63,en,1440726946623614977,1193226058478129152, big triggs I hate people,1440746818980044805,False, big triggs I hate people,2021-09-22T18:36:24.000Z,USA,@big_triggs I hate people,[],[],['big_triggs'],[],
64,en,1440726673385607172,59811175, CheriDiNovo Thank goodness ,1440735691487387661,False, CheriDiNovo Thank goodness ,2021-09-22T17:52:11.000Z,USA,@CheriDiNovo Thank goodness.,[],[],['CheriDiNovo'],[],
65,en,1440726673385607172,59811175, CheriDiNovo  PeelSchools This is very disappointing   You are actively making decisions that will result in serious injury or death of your students   Kids will die in one of your schools  don’t you get that  NO one should have a “personal” choice to bring deadly virus to school   Onpoli,1440733014556753920,False, CheriDiNovo  PeelSchools This is very disappointing   You are actively making decisions that will result in serious injury or death of your students   Kids will die in one of your schools  don’t you get that  NO one should have a “personal” choice to bring deadly virus to school   Onpoli,2021-09-22T17:41:32.000Z,USA,@CheriDiNovo @PeelSchools This is very disappointing!  You are actively making decisions that will result in serious injury or death of your students!  Kids will die in one of your schools; don’t you get that? NO one should have a “personal” choice to bring deadly virus to school. #Onpoli,[],[],"['CheriDiNovo', 'PeelSchools']",['https://t.co/IfMHSSwmHu'],
66,en,1440726568989454339,35328942, jeremyfaust Who is funding the lawsuit  I doubt the employees are paying for it,1440731163086057483,False, jeremyfaust Who is funding the lawsuit  I doubt the employees are paying for it,2021-09-22T17:34:11.000Z,USA,@jeremyfaust Who is funding the lawsuit? I doubt the employees are paying for it,[],[],['jeremyfaust'],[],
67,en,1440726313719906310,16334139, wbz  LouisaMoller Ancdc Vaccine don’t stop transmission  Just reduce the odds of you dying   So what’s this idea that it’s good for the community  You people are so lost  Not liberals anymore   Just Tyrants,1440741919106076673,False, wbz  LouisaMoller Ancdc Vaccine don’t stop transmission  Just reduce the odds of you dying   So what’s this idea that it’s good for the community  You people are so lost  Not liberals anymore   Just Tyrants,2021-09-22T18:16:55.000Z,USA,@wbz @LouisaMoller Ancdc Vaccine don’t stop transmission. Just reduce the odds of you dying . So what’s this idea that it’s good for the community. You people are so lost. Not liberals anymore . Just Tyrants,[],[],"['wbz', 'LouisaMoller']",['https://t.co/S684Wlpzz0'],
